Seq	SOMAS_ID_round1	SOMAS_ID_round2	SeqId	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism	Type	ensembl_gene_id	mmusculus_homolog_ensembl_gene	chromosome_name	start_position	end_position	external_gene_name	Notes	chromosome_number	updated	best_position	Originalplex
10086-39	CBS.10086.39.3	CBS.10086.39.3	10086-39_3	SL018882	Cystathionine beta-synthase	CBS	P35520	875	CBS	Human	Protein	ENSG00000160200	ENSMUSG00000024039	21	44473301	44497053	CBS	Build 37	21	0	1	0
10087-10	CRYAA.10087.10.3	CRYAA.10087.10.3	10087-10_3	SL003675	Alpha-crystallin A chain	Alpha crystallin A chain	P02489	1409	CRYAA	Human	Protein	ENSG00000160202	ENSMUSG00000024041	21	44589118	44592915	CRYAA	Build 37	21	0	1	0
10088-37	APRT.10088.37.3	APRT.10088.37.3	10088-37_3	SL008014	Adenine phosphoribosyltransferase	APT	P07741	353	APRT	Human	Protein	ENSG00000198931	ENSMUSG00000006589	16	88875747	88878352	APRT	Build 37	16	0	1	0
10089-7	ASMTL.10089.7.3	ASMTL.10089.7.3	10089-7_3	SL019244	N-acetylserotonin O-methyltransferase-like protein	ASML	O95671	8623	ASMTL	Human	Protein	ENSG00000169093	NA	X	1522032	1572655	ASMTL	Build 37	X	0	1	0
10336-3	STUB1.10336.3.3	STUB1.10336.3.3	10336-3_3	SL019100	E3 ubiquitin-protein ligase CHIP	CHIP	Q9UNE7	10273	STUB1	Human	Protein	ENSG00000103266	ENSMUSG00000039615	16	730224	732870	STUB1	Build 37	16	0	1	0
10337-83	CEBPB.10337.83.3	CEBPB.10337.83.3	10337-83_3	SL007136	CCAAT/enhancer-binding protein beta	CEBPB	P17676	1051	CEBPB	Human	Protein	ENSG00000172216	ENSMUSG00000056501	20	48807376	48809212	CEBPB	Build 37	20	0	1	0
10339-48	ENO2.10339.48.3	ENO2.10339.48.3	10339-48_3	SL001731	Gamma-enolase	NSE	P09104	2026	ENO2	Human	Protein	ENSG00000111674	ENSMUSG00000004267	12	7022909	7032861	ENO2	Build 37	12	0	1	0
10339-48	ENO2.10339.48.3	ENO2.10339.48.3	10339-48_3	SL001731	Gamma-enolase	NSE	P09104	2026	ENO2	Human	Protein	ENSG00000269528	NA	HG344_PATCH	7022909	7032861	ENO2	Build 37	12	0	0	0
10342-55	PIAS4.10342.55.3	PIAS4.10342.55.3	10342-55_3	SL019096	E3 SUMO-protein ligase PIAS4	PIAS4	Q8N2W9	51588	PIAS4	Human	Protein	ENSG00000105229	ENSMUSG00000004934	19	4007644	4039384	PIAS4	Build 37	19	0	1	0
10344-334	IL10RA.10344.334.3	IL10RA.10344.334.3	10344-334_3	SL005173	Interleukin-10 receptor subunit alpha	IL-10 Ra	Q13651	3587	IL10RA	Human	Protein	ENSG00000110324	ENSMUSG00000032089	11	117857063	117872196	IL10RA	Build 37	11	0	1	0
10346-5	STAT3.10346.5.3	STAT3.10346.5.3	10346-5_3	SL007221	Signal transducer and activator of transcription 3	STAT3	P40763	6774	STAT3	Human	Protein	ENSG00000168610	ENSMUSG00000004040	17	40465342	40540586	STAT3	Build 37	17	0	1	0
10351-51	IRF1.10351.51.3	IRF1.10351.51.3	10351-51_3	SL007108	Interferon regulatory factor 1	IRF1	P10914	3659	IRF1	Human	Protein	ENSG00000125347	ENSMUSG00000018899	5	131817301	131826490	IRF1	Build 37	5	0	1	0
10354-57	STAT3.10354.57.3	STAT3.10354.57.3	10354-57_3	SL007221	Signal transducer and activator of transcription 3	STAT3	P40763	6774	STAT3	Human	Protein	ENSG00000168610	ENSMUSG00000004040	17	40465342	40540586	STAT3	Build 37	17	0	1	0
10356-21	JUN.10356.21.3	JUN.10356.21.3	10356-21_3	SL000455	Transcription factor AP-1	c-Jun	P05412	3725	JUN	Human	Protein	ENSG00000177606	ENSMUSG00000052684	1	59246465	59249785	JUN	Build 37	1	0	1	0
10358-33	MCL1.10358.33.3	MCL1.10358.33.3	10358-33_3	SL003755	Induced myeloid leukemia cell differentiation protein Mcl-1	Mcl-1	Q07820	4170	MCL1	Human	Protein	ENSG00000143384	ENSMUSG00000038612	1	150547032	150552066	MCL1	Build 37	1	0	1	0
10361-25	OAS1.10361.25.3	OAS1.10361.25.3	10361-25_3	SL014684	2'-5'-oligoadenylate synthase 1	OAS1	P00973	4938	OAS1	Human	Protein	ENSG00000089127	ENSMUSG00000066867	12	113344582	113369990	OAS1	Build 37	12	0	1	0
10361-25	OAS1.10361.25.3	OAS1.10361.25.3	10361-25_3	SL014684	2'-5'-oligoadenylate synthase 1	OAS1	P00973	4938	OAS1	Human	Protein	ENSG00000089127	ENSMUSG00000052776	12	113344582	113369990	OAS1	Build 37	12	0	1	0
10361-25	OAS1.10361.25.3	OAS1.10361.25.3	10361-25_3	SL014684	2'-5'-oligoadenylate synthase 1	OAS1	P00973	4938	OAS1	Human	Protein	ENSG00000089127	ENSMUSG00000032623	12	113344582	113369990	OAS1	Build 37	12	0	1	0
10361-25	OAS1.10361.25.3	OAS1.10361.25.3	10361-25_3	SL014684	2'-5'-oligoadenylate synthase 1	OAS1	P00973	4938	OAS1	Human	Protein	ENSG00000089127	ENSMUSG00000053765	12	113344582	113369990	OAS1	Build 37	12	0	1	0
10361-25	OAS1.10361.25.3	OAS1.10361.25.3	10361-25_3	SL014684	2'-5'-oligoadenylate synthase 1	OAS1	P00973	4938	OAS1	Human	Protein	ENSG00000089127	ENSMUSG00000001166	12	113344582	113369990	OAS1	Build 37	12	0	1	0
10361-25	OAS1.10361.25.3	OAS1.10361.25.3	10361-25_3	SL014684	2'-5'-oligoadenylate synthase 1	OAS1	P00973	4938	OAS1	Human	Protein	ENSG00000089127	ENSMUSG00000066861	12	113344582	113369990	OAS1	Build 37	12	0	1	0
10361-25	OAS1.10361.25.3	OAS1.10361.25.3	10361-25_3	SL014684	2'-5'-oligoadenylate synthase 1	OAS1	P00973	4938	OAS1	Human	Protein	ENSG00000089127	ENSMUSG00000029605	12	113344582	113369990	OAS1	Build 37	12	0	1	0
10361-25	OAS1.10361.25.3	OAS1.10361.25.3	10361-25_3	SL014684	2'-5'-oligoadenylate synthase 1	OAS1	P00973	4938	OAS1	Human	Protein	ENSG00000089127	ENSMUSG00000001168	12	113344582	113369990	OAS1	Build 37	12	0	1	0
10362-35	MYC.10362.35.3	MYC.10362.35.3	10362-35_3	SL002565	Myc proto-oncogene protein	c-Myc	P01106	4609	MYC	Human	Protein	ENSG00000136997	ENSMUSG00000049086	8	128747680	128753674	MYC	Build 37	8	0	1	0
10363-13	SMAD3.10363.13.3	SMAD3.10363.13.3	10363-13_3	SL004097	Mothers against decapentaplegic homolog 3	SMAD3	P84022	4088	SMAD3	Human	Protein	ENSG00000166949	ENSMUSG00000032402	15	67356101	67487533	SMAD3	Build 37	15	0	1	0
10364-6	SMAD2.10364.6.3	SMAD2.10364.6.3	10364-6_3	SL004101	Mothers against decapentaplegic homolog 2	SMAD2	Q15796	4087	SMAD2	Human	Protein	ENSG00000175387	ENSMUSG00000024563	18	45357922	45457515	SMAD2	Build 37	18	0	1	0
10365-132	IL12B.IL23A.10365.132.3	IL12B.IL23A.10365.132.3	10365-132_3	SL005184	Interleukin-23	IL-23	P29460	3593 51561	IL12B IL23A	Human	Protein	ENSG00000113302	ENSMUSG00000004296	5	158741791	158757895	IL12B	Build 37	5	0	1	0
10365-132	IL12B.IL23A.10365.132.3	IL12B.IL23A.10365.132.3	10365-132_3	SL005184	Interleukin-23	IL-23	Q9NPF7	3593 51561	IL12B IL23A	Human	Protein	ENSG00000110944	ENSMUSG00000025383	12	56732663	56734193	IL23A	Build 37	12	0	1	0
10366-11	PDGFRA.10366.11.3	PDGFRA.10366.11.3	10366-11_3	SL001728	Platelet-derived growth factor receptor alpha	PDGFRA	P16234	5156	PDGFRA	Human	Protein	ENSG00000134853	ENSMUSG00000029231	4	55095264	55164414	PDGFRA	Build 37	4	0	1	0
10367-26	IL12A.IL12B.10367.26.3	IL12A.IL12B.10367.26.3	10367-26_3	SL001716	Interleukin-12	IL-12	P29459	NA	IL12A IL12B	Human	Protein	ENSG00000168811	ENSMUSG00000027776	3	159706537	159713806	IL12A	Build 37	3	0	1	0
10367-26	IL12A.IL12B.10367.26.3	IL12A.IL12B.10367.26.3	10367-26_3	SL001716	Interleukin-12	IL-12	P29460	NA	IL12A IL12B	Human	Protein	ENSG00000113302	ENSMUSG00000004296	5	158741791	158757895	IL12B	Build 37	5	0	1	0
10367-62	IL12A.IL12B.10367.62.3	IL12A.IL12B.10367.62.3	10367-62_3	SL001716	Interleukin-12	IL-12	P29459	3592 3593	IL12A IL12B	Human	Protein	ENSG00000168811	ENSMUSG00000027776	3	159706537	159713806	IL12A	Build 37	3	0	1	0
10367-62	IL12A.IL12B.10367.62.3	IL12A.IL12B.10367.62.3	10367-62_3	SL001716	Interleukin-12	IL-12	P29460	3592 3593	IL12A IL12B	Human	Protein	ENSG00000113302	ENSMUSG00000004296	5	158741791	158757895	IL12B	Build 37	5	0	1	0
10370-21	STAT1.10370.21.3	STAT1.10370.21.3	10370-21_3	SL004396	Signal transducer and activator of transcription 1-alpha/beta	STAT1	P42224	6772	STAT1	Human	Protein	ENSG00000115415	ENSMUSG00000026104	2	191829084	191885686	STAT1	Build 37	2	0	1	0
10372-18	STAT6.10372.18.3	STAT6.10372.18.3	10372-18_3	SL007229	Signal transducer and activator of transcription 6	STAT6	P42226	6778	STAT6	Human	Protein	ENSG00000166888	ENSMUSG00000002147	12	57489191	57525922	STAT6	Build 37	12	0	1	0
10416-79	MT1F.10416.79.3	MT1F.10416.79.3	10416-79_3	SL014687	Metallothionein-1F	MT1F	P04733	4494	MT1F	Human	Protein	ENSG00000198417	NA	16	56691606	56694610	MT1F	Build 37	16	0	1	0
10419-1	SCARA5.10419.1.3	SCARA5.10419.1.3	10419-1_3	SL014110	Scavenger receptor class A member 5	SCAR5	Q6ZMJ2	286133	SCARA5	Human	Protein	ENSG00000168079	ENSMUSG00000022032	8	27727399	27850244	SCARA5	Build 37	8	0	1	0
10424-31	NPDC1.10424.31.3	NPDC1.10424.31.3	10424-31_3	SL015264	Neural proliferation differentiation and control protein 1	NPDC1	Q9NQX5	56654	NPDC1	Human	Protein	ENSG00000107281	ENSMUSG00000015094	9	139933922	139940655	NPDC1	Build 37	9	0	1	0
10425-3	B4GALT5.10425.3.3	B4GALT5.10425.3.3	10425-3_3	SL017972	Beta-1,4-galactosyltransferase 5	B4GT5	O43286	9334	B4GALT5	Human	Protein	ENSG00000158470	ENSMUSG00000017929	20	48249482	48330415	B4GALT5	Build 37	20	0	1	0
10426-21	GOSR2.10426.21.3	GOSR2.10426.21.3	10426-21_3	SL018004	Golgi SNAP receptor complex member 2	GOSR2	O14653	9570	GOSR2	Human	Protein	ENSG00000108433	ENSMUSG00000020946	17	45000483	45105003	GOSR2	Build 37	17	0	1	0
10427-2	KCNE2.10427.2.3	KCNE2.10427.2.3	10427-2_3	SL017955	Potassium voltage-gated channel subfamily E member 2	KCNE2	Q9Y6J6	9992	KCNE2	Human	Protein	ENSG00000159197	ENSMUSG00000039672	21	35736323	35743688	KCNE2	Build 37	21	0	1	0
10428-1	KIR2DS2.10428.1.3	KIR2DS2.10428.1.3	10428-1_3	SL018045	Killer cell immunoglobulin-like receptor 2DS2	KI2S2	P43631	100132285	KIR2DS2	Human	Protein	ENSG00000263233	NA	HSCHR19LRC_LRC_I_CTG1	55250100	55264425	KIR2DS2	Build 37	19	0	0	0
10432-3	KIAA1644.10432.3.3	KIAA1644.10432.3.3	10432-3_3	SL018002	Uncharacterized protein KIAA1644	K1644	Q3SXP7	85352	KIAA1644	Human	Protein	ENSG00000138944	ENSMUSG00000062760	22	44639547	44708731	KIAA1644	Build 37	22	0	1	0
10438-19	CSF2RA.10438.19.3	CSF2RA.10438.19.3	10438-19_3	SL007128	Granulocyte-macrophage colony-stimulating factor receptor subunit alpha	CSF2R	P15509	1438	CSF2RA	Human	Protein	ENSG00000198223	ENSMUSG00000059326	X	1387693	1429274	CSF2RA	Build 37	X	0	1	0
10439-57	AMY2B.10439.57.3	AMY2B.10439.57.3	10439-57_3	SL005393	Alpha-amylase 2B	Alpha-amylase 2B	P19961	280	AMY2B	Human	Protein	ENSG00000240038	ENSMUSG00000096569	1	104096437	104122156	AMY2B	Build 37	1	0	1	0
10439-57	AMY2B.10439.57.3	AMY2B.10439.57.3	10439-57_3	SL005393	Alpha-amylase 2B	Alpha-amylase 2B	P19961	280	AMY2B	Human	Protein	ENSG00000240038	ENSMUSG00000070360	1	104096437	104122156	AMY2B	Build 37	1	0	1	0
10439-57	AMY2B.10439.57.3	AMY2B.10439.57.3	10439-57_3	SL005393	Alpha-amylase 2B	Alpha-amylase 2B	P19961	280	AMY2B	Human	Protein	ENSG00000240038	ENSMUSG00000074268	1	104096437	104122156	AMY2B	Build 37	1	0	1	0
10439-57	AMY2B.10439.57.3	AMY2B.10439.57.3	10439-57_3	SL005393	Alpha-amylase 2B	Alpha-amylase 2B	P19961	280	AMY2B	Human	Protein	ENSG00000240038	ENSMUSG00000074264	1	104096437	104122156	AMY2B	Build 37	1	0	1	0
10439-57	AMY2B.10439.57.3	AMY2B.10439.57.3	10439-57_3	SL005393	Alpha-amylase 2B	Alpha-amylase 2B	P19961	280	AMY2B	Human	Protein	ENSG00000240038	ENSMUSG00000096770	1	104096437	104122156	AMY2B	Build 37	1	0	1	0
10439-57	AMY2B.10439.57.3	AMY2B.10439.57.3	10439-57_3	SL005393	Alpha-amylase 2B	Alpha-amylase 2B	P19961	280	AMY2B	Human	Protein	ENSG00000240038	ENSMUSG00000093931	1	104096437	104122156	AMY2B	Build 37	1	0	1	0
10440-26	CLMP.10440.26.3	CLMP.10440.26.3	10440-26_3	SL008621	CXADR-like membrane protein	ACAM	Q9H6B4	79827	CLMP	Human	Protein	ENSG00000166250	ENSMUSG00000032024	11	122943035	123065989	CLMP	Build 37	11	0	1	0
10442-1	TMEM190.10442.1.3	TMEM190.10442.1.3	10442-1_3	SL018089	Transmembrane protein 190	TM190	Q8WZ59	147744	TMEM190	Human	Protein	ENSG00000160472	ENSMUSG00000013091	19	55888204	55889612	TMEM190	Build 37	19	0	1	0
10445-20	APOM.10445.20.3	APOM.10445.20.3	10445-20_3	SL004747	Apolipoprotein M	ApoM	O95445	55937	APOM	Human	Protein	ENSG00000204444	ENSMUSG00000024391	6	31620193	31625987	APOM	Build 37	6	0	1	0
10445-20	APOM.10445.20.3	APOM.10445.20.3	10445-20_3	SL004747	Apolipoprotein M	ApoM	O95445	55937	APOM	Human	Protein	ENSG00000206409	NA	HSCHR6_MHC_QBL	31610434	31616227	APOM	Build 37	6	0	0	0
10445-20	APOM.10445.20.3	APOM.10445.20.3	10445-20_3	SL004747	Apolipoprotein M	ApoM	O95445	55937	APOM	Human	Protein	ENSG00000224290	NA	HSCHR6_MHC_COX	31607608	31613401	APOM	Build 37	6	0	0	0
10445-20	APOM.10445.20.3	APOM.10445.20.3	10445-20_3	SL004747	Apolipoprotein M	ApoM	O95445	55937	APOM	Human	Protein	ENSG00000226215	NA	HSCHR6_MHC_MCF	31696476	31702270	APOM	Build 37	6	0	0	0
10445-20	APOM.10445.20.3	APOM.10445.20.3	10445-20_3	SL004747	Apolipoprotein M	ApoM	O95445	55937	APOM	Human	Protein	ENSG00000227567	NA	HSCHR6_MHC_DBB	31602375	31608169	APOM	Build 37	6	0	0	0
10445-20	APOM.10445.20.3	APOM.10445.20.3	10445-20_3	SL004747	Apolipoprotein M	ApoM	O95445	55937	APOM	Human	Protein	ENSG00000231974	NA	HSCHR6_MHC_MANN	31659685	31665479	APOM	Build 37	6	0	0	0
10445-20	APOM.10445.20.3	APOM.10445.20.3	10445-20_3	SL004747	Apolipoprotein M	ApoM	O95445	55937	APOM	Human	Protein	ENSG00000235754	NA	HSCHR6_MHC_SSTO	31610134	31615927	APOM	Build 37	6	0	0	0
10447-18	PABPC3.10447.18.3	PABPC3.10447.18.3	10447-18_3	SL018138	Polyadenylate-binding protein 3	PABP3	Q9H361	5042	PABPC3	Human	Protein	ENSG00000151846	ENSMUSG00000051732	13	25670300	25673389	PABPC3	Build 37	13	0	1	0
10451-11	NUCB1.10451.11.3	NUCB1.10451.11.3	10451-11_3	SL008914	Nucleobindin-1	NUCB1	Q02818	4924	NUCB1	Human	Protein	ENSG00000104805	ENSMUSG00000030824	19	49403307	49426629	NUCB1	Build 37	19	0	1	0
10452-24	SYT3.10452.24.3	SYT3.10452.24.3	10452-24_3	SL018270	Synaptotagmin-3	SYT3	Q9BQG1	84258	SYT3	Human	Protein	ENSG00000213023	ENSMUSG00000030731	19	51124564	51171651	SYT3	Build 37	19	0	1	0
10454-99	DNAJC16.10454.99.3	DNAJC16.10454.99.3	10454-99_3	SL018290	DnaJ homolog subfamily C member 16	DJC16	Q9Y2G8	23341	DNAJC16	Human	Protein	ENSG00000116138	ENSMUSG00000040697	1	15853308	15918874	DNAJC16	Build 37	1	0	1	0
10455-196	IL31.10455.196.3	IL31.10455.196.3	10455-196_3	SL004678	Interleukin-31	IL-31	Q6EBC2	386653	IL31	Human	Protein	ENSG00000204671	ENSMUSG00000029437	12	122656577	122658746	IL31	Build 37	12	0	1	0
10460-1	CHIT1.10460.1.3	CHIT1.10460.1.3	10460-1_3	SL006029	Chitotriosidase-1	Chitotriosidase-1	Q13231	1118	CHIT1	Human	Protein	ENSG00000133063	ENSMUSG00000026450	1	203181955	203242769	CHIT1	Build 37	1	0	1	0
10461-57	CLEC14A.10461.57.3	CLEC14A.10461.57.3	10461-57_3	SL008885	C-type lectin domain family 14 member A	CLC14	Q86T13	161198	CLEC14A	Human	Protein	ENSG00000176435	ENSMUSG00000045930	14	38723308	38725574	CLEC14A	Build 37	14	0	1	0
10462-14	INSL5.10462.14.3	INSL5.10462.14.3	10462-14_3	SL012880	Insulin-like peptide INSL5	INSL5	Q9Y5Q6	10022	INSL5	Human	Protein	ENSG00000172410	ENSMUSG00000066090	1	67263424	67266939	INSL5	Build 37	1	0	1	0
10463-23	ALPI.10463.23.3	ALPI.10463.23.3	10463-23_3	SL002514	Intestinal-type alkaline phosphatase	Alkaline phosphatase, intestine	P09923	248	ALPI	Human	Protein	ENSG00000163295	ENSMUSG00000079440	2	233320833	233324742	ALPI	Build 37	2	0	1	0
10463-23	ALPI.10463.23.3	ALPI.10463.23.3	10463-23_3	SL002514	Intestinal-type alkaline phosphatase	Alkaline phosphatase, intestine	P09923	248	ALPI	Human	Protein	ENSG00000163295	ENSMUSG00000036500	2	233320833	233324742	ALPI	Build 37	2	0	1	0
10463-23	ALPI.10463.23.3	ALPI.10463.23.3	10463-23_3	SL002514	Intestinal-type alkaline phosphatase	Alkaline phosphatase, intestine	P09923	248	ALPI	Human	Protein	ENSG00000163295	ENSMUSG00000026246	2	233320833	233324742	ALPI	Build 37	2	0	1	0
10467-58	CTXN3.10467.58.3	CTXN3.10467.58.3	10467-58_3	SL018341	Cortexin-3	CTXN3	Q4LDR2	613212	CTXN3	Human	Protein	ENSG00000205279	ENSMUSG00000069372	5	126984736	126994322	CTXN3	Build 37	5	0	1	0
10471-25	LRRN3.10471.25.3	LRRN3.10471.25.3	10471-25_3	SL018391	Leucine-rich repeat neuronal protein 3	LRRN3	Q9H3W5	54674	LRRN3	Human	Protein	ENSG00000173114	ENSMUSG00000036295	7	110731062	110765510	LRRN3	Build 37	7	0	1	0
10476-23	MCFD2.10476.23.3	MCFD2.10476.23.3	10476-23_3	SL012722	Multiple coagulation factor deficiency protein 2	MCFD2	Q8NI22	90411	MCFD2	Human	Protein	ENSG00000180398	ENSMUSG00000024150	2	47129009	47168994	MCFD2	Build 37	2	0	1	0
10485-56	MAGEA4.10485.56.3	MAGEA4.10485.56.3	10485-56_3	SL005064	Melanoma-associated antigen 4	MAGE-4	P43358	4103	MAGEA4	Human	Protein	ENSG00000147381	ENSMUSG00000096644	X	151080981	151093642	MAGEA4	Build 37	X	0	1	0
10485-56	MAGEA4.10485.56.3	MAGEA4.10485.56.3	10485-56_3	SL005064	Melanoma-associated antigen 4	MAGE-4	P43358	4103	MAGEA4	Human	Protein	ENSG00000147381	ENSMUSG00000031118	X	151080981	151093642	MAGEA4	Build 37	X	0	1	0
10485-56	MAGEA4.10485.56.3	MAGEA4.10485.56.3	10485-56_3	SL005064	Melanoma-associated antigen 4	MAGE-4	P43358	4103	MAGEA4	Human	Protein	ENSG00000147381	ENSMUSG00000031179	X	151080981	151093642	MAGEA4	Build 37	X	0	1	0
10485-56	MAGEA4.10485.56.3	MAGEA4.10485.56.3	10485-56_3	SL005064	Melanoma-associated antigen 4	MAGE-4	P43358	4103	MAGEA4	Human	Protein	ENSG00000147381	ENSMUSG00000063728	X	151080981	151093642	MAGEA4	Build 37	X	0	1	0
10485-56	MAGEA4.10485.56.3	MAGEA4.10485.56.3	10485-56_3	SL005064	Melanoma-associated antigen 4	MAGE-4	P43358	4103	MAGEA4	Human	Protein	ENSG00000147381	ENSMUSG00000079349	X	151080981	151093642	MAGEA4	Build 37	X	0	1	0
10485-56	MAGEA4.10485.56.3	MAGEA4.10485.56.3	10485-56_3	SL005064	Melanoma-associated antigen 4	MAGE-4	P43358	4103	MAGEA4	Human	Protein	ENSG00000147381	ENSMUSG00000079350	X	151080981	151093642	MAGEA4	Build 37	X	0	1	0
10485-56	MAGEA4.10485.56.3	MAGEA4.10485.56.3	10485-56_3	SL005064	Melanoma-associated antigen 4	MAGE-4	P43358	4103	MAGEA4	Human	Protein	ENSG00000147381	ENSMUSG00000094196	X	151080981	151093642	MAGEA4	Build 37	X	0	1	0
10485-56	MAGEA4.10485.56.3	MAGEA4.10485.56.3	10485-56_3	SL005064	Melanoma-associated antigen 4	MAGE-4	P43358	4103	MAGEA4	Human	Protein	ENSG00000147381	ENSMUSG00000043453	X	151080981	151093642	MAGEA4	Build 37	X	0	1	0
10485-56	MAGEA4.10485.56.3	MAGEA4.10485.56.3	10485-56_3	SL005064	Melanoma-associated antigen 4	MAGE-4	P43358	4103	MAGEA4	Human	Protein	ENSG00000147381	ENSMUSG00000033343	X	151080981	151093642	MAGEA4	Build 37	X	0	1	0
10485-56	MAGEA4.10485.56.3	MAGEA4.10485.56.3	10485-56_3	SL005064	Melanoma-associated antigen 4	MAGE-4	P43358	4103	MAGEA4	Human	Protein	ENSG00000147381	ENSMUSG00000055746	X	151080981	151093642	MAGEA4	Build 37	X	0	1	0
10489-19	TCTA.10489.19.3	TCTA.10489.19.3	10489-19_3	SL018574	T-cell leukemia translocation-altered gene protein	TCTA	P57738	6988	TCTA	Human	Protein	ENSG00000145022	ENSMUSG00000039461	3	49449639	49453908	TCTA	Build 37	3	0	1	0
10490-3	RPN1.10490.3.3	RPN1.10490.3.3	10490-3_3	SL011102	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1	P04843	6184	RPN1	Human	Protein	ENSG00000163902	ENSMUSG00000030062	3	128338817	128399918	RPN1	Build 37	3	0	1	0
10491-21	M6PR.10491.21.3	M6PR.10491.21.3	10491-21_3	SL017268	Cation-dependent mannose-6-phosphate receptor	MPRD	P20645	3482	M6PR	Human	Protein	ENSG00000003056	ENSMUSG00000007458	12	9092959	9102551	M6PR	Build 37	12	0	1	0
10494-48	CALCA.10494.48.3	CALCA.10494.48.3	10494-48_3	SL003101	Procalcitonin	Procalcitonin	P01258	796	CALCA	Human	Protein	ENSG00000110680	ENSMUSG00000030669	11	14988214	14993900	CALCA	Build 37	11	0	1	0
10494-48	CALCA.10494.48.3	CALCA.10494.48.3	10494-48_3	SL003101	Procalcitonin	Procalcitonin	P01258	796	CALCA	Human	Protein	ENSG00000262933	NA	HG873_PATCH	14988217	14993851	CALCA	Build 37	11	0	0	0
10497-242	COX8A.10497.242.3	COX8A.10497.242.3	10497-242_3	SL014698	Cytochrome c oxidase subunit 8A, mitochondrial	COX8A	P10176	1351	COX8A	Human	Protein	ENSG00000176340	ENSMUSG00000035885	11	63742079	63744015	COX8A	Build 37	11	0	1	0
10499-1	TMEM106A.10499.1.3	TMEM106A.10499.1.3	10499-1_3	SL008733	Transmembrane protein 106A	T106A	Q96A25	113277	TMEM106A	Human	Protein	ENSG00000184988	ENSMUSG00000034947	17	41363854	41372061	TMEM106A	Build 37	17	0	1	0
10501-3	COX6A1.10501.3.3	COX6A1.10501.3.3	10501-3_3	SL003523	Cytochrome c oxidase subunit 6A1, mitochondrial	cytochrome c oxidase polypeptide VIa-liver	P12074	1337	COX6A1	Human	Protein	ENSG00000111775	ENSMUSG00000041697	12	120875893	120878545	COX6A1	Build 37	12	0	1	0
10502-15	PRH1.10502.15.3	PRH1.10502.15.3	10502-15_3	SL011848	Salivary acidic proline-rich phosphoprotein 1/2	PRPC	P02810	5554	PRH1	Human	Protein	ENSG00000134551	NA	12	11081835	11084940	PRH2	Build 37	12	0	1	0
10502-15	PRH1.10502.15.3	PRH1.10502.15.3	10502-15_3	SL011848	Salivary acidic proline-rich phosphoprotein 1/2	PRPC	P02810	5554	PRH1	Human	Protein	ENSG00000272803	NA	HSCHR12_2_CTG2	11081835	11084940	PRH2	Build 37	12	0	0	0
10502-15	PRH1.10502.15.3	PRH1.10502.15.3	10502-15_3	SL011848	Salivary acidic proline-rich phosphoprotein 1/2	PRPC	P02810	5554	PRH1	Human	Protein	ENSG00000273050	NA	HG1133_PATCH	11081835	11084940	PRH2	Build 37	12	0	0	0
10504-6	FAM159B.10504.6.3	FAM159B.10504.6.3	10504-6_3	SL018608	Membrane protein FAM159B	F159B	A6NKW6	100132916	FAM159B	Human	Protein	ENSG00000145642	ENSMUSG00000042655	5	63986135	64013917	FAM159B	Build 37	5	0	1	0
10506-53	PGRMC2.10506.53.3	PGRMC2.10506.53.3	10506-53_3	SL007962	Membrane-associated progesterone receptor component 2	PGRC2	O15173	10424	PGRMC2	Human	Protein	ENSG00000164040	ENSMUSG00000049940	4	129190397	129209984	PGRMC2	Build 37	4	0	1	0
10511-10	COL6A3.10511.10.3	COL6A3.10511.10.3	10511-10_3	SL004928	Collagen alpha-3(VI) chain	Collagen alpha-3(VI)	P12111	1293	COL6A3	Human	Protein	ENSG00000163359	ENSMUSG00000048126	2	238232646	238323018	COL6A3	Build 37	2	0	1	0
10512-13	CSF2RB.10512.13.3	CSF2RB.10512.13.3	10512-13_3	SL007194	Cytokine receptor common subunit beta	IL3RB	P32927	1439	CSF2RB	Human	Protein	ENSG00000100368	ENSMUSG00000071713	22	37309670	37336491	CSF2RB	Build 37	22	0	1	0
10512-13	CSF2RB.10512.13.3	CSF2RB.10512.13.3	10512-13_3	SL007194	Cytokine receptor common subunit beta	IL3RB	P32927	1439	CSF2RB	Human	Protein	ENSG00000100368	ENSMUSG00000071714	22	37309670	37336491	CSF2RB	Build 37	22	0	1	0
10513-13	KCNIP3.10513.13.3	KCNIP3.10513.13.3	10513-13_3	SL018613	Calsenilin	CSEN	Q9Y2W7	30818	KCNIP3	Human	Protein	ENSG00000115041	ENSMUSG00000079056	2	95963052	96051825	KCNIP3	Build 37	2	0	1	0
10514-5	PTGDS.10514.5.3	PTGDS.10514.5.3	10514-5_3	SL005360	Prostaglandin-H2 D-isomerase	PGD2 synthase	P41222	5730	PTGDS	Human	Protein	ENSG00000107317	ENSMUSG00000015090	9	139871956	139879887	PTGDS	Build 37	9	0	1	0
10516-53	ITM2A.10516.53.3	ITM2A.10516.53.3	10516-53_3	SL000672	Integral membrane protein 2A	ITM2A	O43736	9452	ITM2A	Human	Protein	ENSG00000078596	ENSMUSG00000031239	X	78615881	78623164	ITM2A	Build 37	X	0	1	0
