chr	start	end	ensGene	UniProt	symbol	TargetFullName	extGene	Target	UniProts	SOMAMER_ID
1	145438469	145442635	ENSG00000117289	Q9H3M7	TXNIP	Thioredoxin-interacting protein	TXNIP	TXNIP	Q9H3M7	TXNIP.11682.7.3
1	146626685	146644129	ENSG00000131791	O43741	PRKAA2 PRKAB2 PRKAG1	AMP Kinase (alpha2beta2gamma1)	PRKAB2	AMPK a2b2g1	O43741,P54619,P54646	PRKAA2.PRKAB2.PRKAG1.5245.40.5
1	146703883	146708333	ENSG00000265970	Q6ZVN8	HFE2	Hemojuvelin	HFE2	RGM-C	Q6ZVN8	HFE2.3332.57.1
1	147374946	147381393	ENSG00000121634	P48165	GJA8	Gap junction alpha-8 protein	GJA8	CXA8	P48165	GJA8.12711.19.3
1	147841521	147858965	ENSG00000266198	O43741	PRKAA2 PRKAB2 PRKAG1	AMP Kinase (alpha2beta2gamma1)	PRKAB2	AMPK a2b2g1	O43741,P54619,P54646	PRKAA2.PRKAB2.PRKAG1.5245.40.5
1	148589235	148595681	ENSG00000264499	P48165	GJA8	Gap junction alpha-8 protein	GJA8	CXA8	P48165	GJA8.12711.19.3
1	149754227	149764074	ENSG00000150337	P12314	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	FCGR1A	FCGR1	P12314	FCGR1A.3312.64.1
1	149874870	149889434	ENSG00000159164	Q7L0J3	SV2A	Synaptic vesicle glycoprotein 2A	SV2A	SV2A	Q7L0J3	SV2A.12880.1.3
1	149895209	149900236	ENSG00000143368	Q15427	SF3B4	Splicing factor 3B subunit 4	SF3B4	SF3B4	Q15427	SF3B4.13449.25.3
1	150469086	150478933	ENSG00000266332	P12314	FCGR1A	High affinity immunoglobulin gamma Fc receptor I	FCGR1A	FCGR1	P12314	FCGR1A.3312.64.1
1	150547032	150552066	ENSG00000143384	Q07820	MCL1	Induced myeloid leukemia cell differentiation protein Mcl-1	MCL1	Mcl-1	Q07820	MCL1.10358.33.3
1	150589733	150604297	ENSG00000265307	Q7L0J3	SV2A	Synaptic vesicle glycoprotein 2A	SV2A	SV2A	Q7L0J3	SV2A.12880.1.3
1	150609732	150614759	ENSG00000263977	Q15427	SF3B4	Splicing factor 3B subunit 4	SF3B4	SF3B4	Q15427	SF3B4.13449.25.3
1	150702672	150738433	ENSG00000163131	P25774	CTSS	Cathepsin S	CTSS	Cathepsin S	P25774	CTSS.3181.50.2
1	150954493	150968110	ENSG00000143412	O76027	ANXA9	Annexin A9	ANXA9	ANXA9	O76027	ANXA9.13588.11.3
1	151020216	151024462	ENSG00000143443	Q9BUN1	MENT	Protein MENT	C1orf56	CA056	Q9BUN1	MENT.5744.12.3
1	151104161	151119104	ENSG00000143434	Q9H3T2	SEMA6C	Semaphorin-6C	SEMA6C	SEM6C	Q9H3T2	SEMA6C.14597.5.3
1	151227179	151239955	ENSG00000159352	P55036	PSMD4	26S proteasome non-ATPase regulatory subunit 4	PSMD4	PSMD4	P55036	PSMD4.13568.30.3
1	151512781	151556059	ENSG00000143367	Q9NNX1	TUFT1	Tuftelin	TUFT1	TUFT1	Q9NNX1	TUFT1.5690.49.3
1	152004982	152020383	ENSG00000163191	P31949	S100A11	Protein S100-A11	S100A11	S100A11	P31949	S100A11.14011.17.3
1	153330330	153333503	ENSG00000163220	P06702	S100A9	Protein S100-A9	S100A9	calgranulin B	P06702	S100A9.5339.49.3
1	153346184	153348125	ENSG00000163221	P80511	S100A12	Protein S100-A12	S100A12	S100A12	P80511	S100A12.5852.6.3
1	153430220	153433177	ENSG00000143556	P31151	S100A7	Protein S100-A7	S100A7	S100A7	P31151	S100A7.5921.58.3
1	153507075	153508720	ENSG00000197956	P06703	S100A6	Protein S100-A6	S100A6	S100A6	P06703	S100A6.13090.17.3
1	153509623	153514241	ENSG00000196420	P33763	S100A5	Protein S100-A5	S100A5	S100A5	P33763	S100A5.14222.68.3
1	153516089	153522612	ENSG00000196154	P26447	S100A4	Protein S100-A4	S100A4	S100A4	P26447	S100A4.14116.129.3
1	153533584	153540366	ENSG00000196754	P29034	S100A2	Protein S100-A2	S100A2	S100A2	P29034	S100A2.11969.5.3
1	153591263	153606568	ENSG00000189171	Q99584	S100A13	Protein S100-A13	S100A13	S100A13	Q99584	S100A13.7223.60.3
1	153631130	153634306	ENSG00000143553	O95295	SNAPIN	SNARE-associated protein Snapin	SNAPIN	SNAPN	O95295	SNAPIN.6975.52.3
1	153940010	153946839	ENSG00000143578	Q8TEY5	CREB3L4	Cyclic AMP-responsive element-binding protein 3-like protein 4	CREB3L4	CR3L4	Q8TEY5	CREB3L4.11308.8.3
1	153946745	153950164	ENSG00000143543	O76095	JTB	Protein JTB	JTB	JTB	O76095	JTB.9038.12.3
1	153965161	154127592	ENSG00000143552	Q5VU65	NUP210L	Nuclear pore membrane glycoprotein 210-like	NUP210L	P210L	Q5VU65	NUP210L.9606.4.3
1	154127784	154167124	ENSG00000143549	P06753	TPM3	Tropomyosin alpha-3 chain	TPM3	Tropomyosin alpha-3 chain	P06753	TPM3.12372.50.3
1	154377669	154441926	ENSG00000160712	P08887	IL6R	Interleukin-6 receptor subunit alpha	IL6R	IL-6 sRa	P08887	IL6R.4139.71.2
1	154377669	154441926	ENSG00000160712	P08887	IL6R	Interleukin-6 receptor subunit alpha	IL6R	IL-6 sRa	P08887	IL6R.8092.29.3
1	154897210	154909467	ENSG00000163344	Q15126	PMVK	Phosphomevalonate kinase	PMVK	PMVK	Q15126	PMVK.12450.42.3
1	154934774	154946871	ENSG00000160691	P29353	SHC1	SHC-transforming protein 1	SHC1	SHC1	P29353	SHC1.5272.55.2
1	155036207	155042029	ENSG00000243364	P52798	EFNA4	Ephrin-A4	EFNA4	Ephrin-A4	P52798	EFNA4.2614.28.2
1	155036224	155060014	ENSG00000143590	P52797	EFNA3	Ephrin-A3	EFNA3	Ephrin-A3	P52797	EFNA3.14153.8.3
1	155036224	155060014	ENSG00000143590	P52797	EFNA3	Ephrin-A3	EFNA3	Ephrin-A3	P52797	EFNA3.5759.10.3
1	155158300	155162707	ENSG00000185499	P15941	MUC1	Mucin-1	MUC1	MUC1	P15941	MUC1.11267.11.3
1	155158300	155162707	ENSG00000185499	P15941	MUC1	Mucin-1	MUC1	MUC1	P15941	MUC1.9176.3.3
1	155165379	155178842	ENSG00000169231	P49746	THBS3	Thrombospondin-3	THBS3	TSP3	P49746	THBS3.8982.65.3
1	155232659	155248282	ENSG00000176444	P49760	CLK2	Dual specificity protein kinase CLK2	CLK2	CLK2	P49760	CLK2.11327.56.3
1	155248063	155263686	ENSG00000261893	P49760	CLK2	Dual specificity protein kinase CLK2	CLK2	CLK2	P49760	CLK2.11327.56.3
1	155259630	155271225	ENSG00000143627	P30613	PKLR	Pyruvate kinase PKLR	PKLR	KPYR	P30613	PKLR.11203.97.3
1	155275034	155286629	ENSG00000262785	P30613	PKLR	Pyruvate kinase PKLR	PKLR	KPYR	P30613	PKLR.11203.97.3
1	155305059	155532598	ENSG00000116539	Q9NR48	ASH1L	Histone-lysine N-methyltransferase ASH1L	ASH1L	ASH1L	Q9NR48	ASH1L.12622.96.3
1	155829300	155854990	ENSG00000132718	Q9BT88	SYT11	Synaptotagmin-11	SYT11	SYT11	Q9BT88	SYT11.7089.42.3
1	155916630	155976861	ENSG00000116584	Q92974	ARHGEF2	Rho guanine nucleotide exchange factor 2	ARHGEF2	ARHG2	Q92974	ARHGEF2.12848.9.3
1	156005092	156023585	ENSG00000160803	Q9NRR5	UBQLN4	Ubiquilin-4	UBQLN4	UBQL4	Q9NRR5	UBQLN4.12720.71.3
1	156211753	156213112	ENSG00000242252	P02818	BGLAP	Osteocalcin	BGLAP	Osteocalcin	P02818	BGLAP.11067.13.3
1	156611182	156629324	ENSG00000132692	Q96GW7	BCAN	Brevican core protein	BCAN	PGCB	Q96GW7	BCAN.3461.58.1
1	156669398	156675608	ENSG00000143320	P29373	CRABP2	Cellular retinoic acid-binding protein 2	CRABP2	RABP2	P29373	CRABP2.11696.7.3
1	156785432	156851642	ENSG00000198400	P04629	NTRK1	High affinity nerve growth factor receptor	NTRK1	TrkA	P04629	NTRK1.3477.63.2
1	156863490	156886226	ENSG00000187800	Q5VY43	PEAR1	Platelet endothelial aggregation receptor 1	PEAR1	PEAR1	Q5VY43	PEAR1.8275.31.3
1	156863490	156886226	ENSG00000187800	Q5VY43	PEAR1	Platelet endothelial aggregation receptor 1	PEAR1	PEAR1	Q5VY43	PEAR1.8892.14.3
1	157483167	157522310	ENSG00000143297	Q96RD9	FCRL5	Fc receptor-like protein 5	FCRL5	FCRL5	Q96RD9	FCRL5.6103.70.3
1	157543539	157567870	ENSG00000163518	Q96PJ5	FCRL4	Fc receptor-like protein 4	FCRL4	FCRL4	Q96PJ5	FCRL4.8973.23.3
1	157644111	157670647	ENSG00000160856	Q96P31	FCRL3	Fc receptor-like protein 3	FCRL3	FCRL3	Q96P31	FCRL3.4440.15.2
1	157715523	157746922	ENSG00000132704	Q96LA5	FCRL2	Fc receptor-like protein 2	FCRL2	FCRL2	Q96LA5	FCRL2.7951.146.3
1	157764193	157789895	ENSG00000163534	Q96LA6	FCRL1	Fc receptor-like protein 1	FCRL1	FCRL1	Q96LA6	FCRL1.5728.60.3
1	158149737	158154686	ENSG00000158473	P15813	CD1D	Antigen-presenting glycoprotein CD1d	CD1D	CD1D	P15813	CD1D.8749.194.3
1	158969758	159024945	ENSG00000163565	Q16666	IFI16	Gamma-interferon-inducible protein 16	IFI16	IP16	Q16666	IFI16.12893.159.3
1	158969758	159024945	ENSG00000163565	Q16666	IFI16	Gamma-interferon-inducible protein 16	IFI16	IP16	Q16666	IFI16.13940.19.3
1	159141399	159173103	ENSG00000162706	Q8N126	CADM3	Cell adhesion molecule 3	CADM3	Nectin-like protein 1	Q8N126	CADM3.3630.27.4
1	159557615	159558655	ENSG00000132703	P02743	APCS	Serum amyloid P-component	APCS	SAP	P02743	APCS.2474.54.5
1	159682079	159684379	ENSG00000132693	P02741	CRP	C-reactive protein	CRP	CRP	P02741	CRP.4337.49.2
1	159770301	159786041	ENSG00000181036	Q6DN72	FCRL6	Fc receptor-like protein 6	FCRL6	FCRL6	Q6DN72	FCRL6.6617.12.3
1	159796540	159807039	ENSG00000158714	Q9P0V8	SLAMF8	SLAM family member 8	SLAMF8	SLAMF8	Q9P0V8	SLAMF8.8994.65.3
1	159842154	159869953	ENSG00000213085	Q9UL16	CFAP45	Cilia- and flagella-associated protein 45	CCDC19	CCD19	Q9UL16	CFAP45.6553.68.3
1	159896829	159915386	ENSG00000085552	Q9P2J2	IGSF9	Protein turtle homolog A	IGSF9	TUTLA	Q9P2J2	IGSF9.10518.14.3
1	160061130	160068733	ENSG00000162729	Q969P0	IGSF8	Immunoglobulin superfamily member 8	IGSF8	IGSF8	Q969P0	IGSF8.6984.6.3
1	160454820	160493052	ENSG00000162739	Q96DU3	SLAMF6	SLAM family member 6	SLAMF6	SLAF6	Q96DU3	SLAMF6.5128.53.3
1	160510885	160549306	ENSG00000066294	Q9UIB8	CD84	SLAM family member 5	CD84	SLAF5	Q9UIB8	CD84.3642.4.1
1	160510885	160549306	ENSG00000066294	Q9UIB8	CD84	SLAM family member 5	CD84	SLAF5	Q9UIB8	CD84.8770.136.3
1	160577890	160617085	ENSG00000117090	Q13291	SLAMF1	Signaling lymphocytic activation molecule	SLAMF1	SLAF1	Q13291	SLAMF1.7953.20.3
1	160648536	160681641	ENSG00000117091	P09326	CD48	CD48 antigen	CD48	CD48	P09326	CD48.3292.75.1
1	160709037	160724611	ENSG00000026751	Q9NQ25	SLAMF7	SLAM family member 7	SLAMF7	SLAF7	Q9NQ25	SLAMF7.5487.7.3
1	160709037	160724611	ENSG00000026751	Q9NQ25	SLAMF7	SLAM family member 7	SLAMF7	SLAF7	Q9NQ25	SLAMF7.7882.31.3
1	160765864	160798051	ENSG00000122224	Q9HBG7	LY9	T-lymphocyte surface antigen Ly-9	LY9	LY9	Q9HBG7	LY9.3324.51.1
1	161016736	161039760	ENSG00000186517	Q7Z6I6	ARHGAP30	Rho GTPase-activating protein 30	ARHGAP30	RHG30	Q7Z6I6	ARHGAP30.12807.89.3
1	161040785	161059389	ENSG00000143217	Q96NY8	PVRL4	Nectin-4	PVRL4	nectin-4	Q96NY8	PVRL4.5734.13.3
1	161122566	161128646	ENSG00000143222	Q9Y3C8	UFC1	Ubiquitin-fold modifier-conjugating enzyme 1	UFC1	UFC1	Q9Y3C8	UFC1.3405.6.2
1	161129240	161135513	ENSG00000143258	Q9UK80	USP21	Ubiquitin carboxyl-terminal hydrolase 21	USP21	UBP21	Q9UK80	USP21.12681.63.3
1	161141100	161147287	ENSG00000158850	O60512	B4GALT3	Beta-1,4-galactosyltransferase 3	B4GALT3	B4GT3	O60512	B4GALT3.6921.24.3
1	161154098	161168846	ENSG00000158859	O75173	ADAMTS4	A disintegrin and metalloproteinase with thrombospondin motifs 4	ADAMTS4	ADAMTS-4	O75173	ADAMTS4.2809.25.2
1	161274525	161279762	ENSG00000158887	P25189	MPZ	Myelin protein P0	MPZ	MYP0	P25189	MPZ.10615.18.3
1	161475220	161493803	ENSG00000143226	P12318	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a	FCGR2A	FCG2A	P12318	FCGR2A.3309.2.2
1	161494036	161496681	ENSG00000173110	P17066	HSPA6	Heat shock 70 kDa protein 6	HSPA6	HSP76	P17066	HSPA6.13672.3.3
1	161551101	161648444	ENSG00000072694	P31994	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b	FCGR2B	FCG2B	P31994	FCGR2B.3310.62.1
1	161592986	161601753	ENSG00000162747	O75015	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B	FCGR3B	FCG3B	O75015	FCGR3B.3311.27.1
1	161736084	161933860	ENSG00000118217	P18850	ATF6	Cyclic AMP-dependent transcription factor ATF-6 alpha	ATF6	ATF6A	P18850	ATF6.11277.23.3
1	162336698	162356600	ENSG00000239887	A1L170	C1orf226	Uncharacterized protein C1orf226	C1orf226	CA226	A1L170	C1orf226.7989.5.3
1	162531323	162569627	ENSG00000117143	Q16222	UAP1	UDP-N-acetylhexosamine pyrophosphorylase	UAP1	Sperm-associated antigen 2	Q16222	UAP1.13580.2.3
1	162601163	162757190	ENSG00000162733	Q16832	DDR2	Discoidin domain-containing receptor 2	DDR2	Discoidin domain receptor 2	Q16832	DDR2.3606.2.5
1	165796768	165880855	ENSG00000143179	Q9BZX2	UCK2	Uridine-cytidine kinase 2	UCK2	UCK2	Q9BZX2	UCK2.12515.45.3
1	167022073	167059868	ENSG00000143167	Q99795	GPA33	Cell surface A33 antigen	GPA33	GPA33	Q99795	GPA33.6419.75.3
1	167190066	167396582	ENSG00000143190	P14859	POU2F1	POU domain, class 2, transcription factor 1	POU2F1	PO2F1	P14859	POU2F1.11715.1.3
1	167498914	167523004	ENSG00000143162	O75629	CREG1	Protein CREG1	CREG1	CREG1	O75629	CREG1.9357.4.3
1	168545711	168551315	ENSG00000143184	P47992	XCL1	Lymphotactin	XCL1	Lymphotactin	P47992	XCL1.14078.69.3
1	168545711	168551315	ENSG00000143184	P47992	XCL1	Lymphotactin	XCL1	Lymphotactin	P47992	XCL1.4143.74.2
1	168664697	168698502	ENSG00000143196	Q07507	DPT	Dermatopontin	DPT	DERM	Q07507	DPT.4979.34.2
1	169558087	169599431	ENSG00000174175	P16109	SELP	P-selectin	SELP	P-Selectin	P16109	SELP.4154.57.2
1	169659808	169680839	ENSG00000188404	P14151	SELL	L-Selectin	SELL	sL-Selectin	P14151	SELL.4831.4.2
1	169691781	169733846	ENSG00000007908	P16581	SELE	E-selectin	SELE	sE-Selectin	P16581	SELE.3470.1.2
1	170501270	170522587	ENSG00000120370	Q5T7V8	GORAB	RAB6-interacting golgin	GORAB	GORAB	Q5T7V8	GORAB.7247.1.3
1	171669300	171711387	ENSG00000117533	O75379	VAMP4	Vesicle-associated membrane protein 4	VAMP4	VAMP4	O75379	VAMP4.7732.45.3
1	172628154	172636014	ENSG00000117560	P48023	FASLG	Tumor necrosis factor ligand superfamily member 6, soluble form	FASLG	Fas ligand, soluble	P48023	FASLG.3052.8.2
1	173009100	173020103	ENSG00000120337	Q9UNG2	TNFSF18	Tumor necrosis factor ligand superfamily member 18	TNFSF18	TNFSF18	Q9UNG2	TNFSF18.2708.54.2
1	173152873	173176452	ENSG00000117586	P23510	TNFSF4	Tumor necrosis factor ligand superfamily member 4	TNFSF4	OX40 Ligand	P23510	TNFSF4.14030.21.3
1	173152873	173176452	ENSG00000117586	P23510	TNFSF4	Tumor necrosis factor ligand superfamily member 4	TNFSF4	OX40 Ligand	P23510	TNFSF4.2839.2.1
1	173872947	173886516	ENSG00000117601	P01008	SERPINC1	Antithrombin-III	SERPINC1	Antithrombin III	P01008	SERPINC1.3344.60.4
1	174968300	174980851	ENSG00000116161	Q9HB71	CACYBP	Calcyclin-binding protein	CACYBP	CYBP	Q9HB71	CACYBP.12432.23.3
1	175126123	175162135	ENSG00000235750	J3QR46	KIAA0040	Uncharacterized protein KIAA0040	KIAA0040	KIAA0040	J3QR46	KIAA0040.14603.51.3
1	175284330	175712906	ENSG00000116147	Q92752	TNR	Tenascin-R	TNR	TENR	Q92752	TNR.11302.237.3
1	176432307	176814735	ENSG00000116183	Q9BXP8	PAPPA2	Pappalysin-2	PAPPA2	PAPP2	Q9BXP8	PAPPA2.5756.66.3
1	178818840	178840187	ENSG00000116194	O95841	ANGPTL1	Angiopoietin-related protein 1	ANGPTL1	ANGL1	O95841	ANGPTL1.11142.11.3
1	178818840	178840187	ENSG00000116194	O95841	ANGPTL1	Angiopoietin-related protein 1	ANGPTL1	ANGL1	O95841	ANGPTL1.9092.33.3
1	178994939	179045697	ENSG00000116199	O75063	FAM20B	Glycosaminoglycan xylosylkinase	FAM20B	FA20B	O75063	FAM20B.7198.197.3
1	179068462	179198819	ENSG00000143322	P42684	ABL2	Abelson tyrosine-protein kinase 2	ABL2	ABL2	P42684	ABL2.5261.13.3
1	179712298	179785333	ENSG00000143340	Q96GL9	FAM163A	Protein FAM163A	FAM163A	F163A	Q96GL9	FAM163A.6260.14.3
1	179809102	179846938	ENSG00000169905	Q8NFQ8	TOR1AIP2	Torsin-1A-interacting protein 2	TOR1AIP2	TOIP2	Q8NFQ8	TOR1AIP2.10553.8.3
1	179809102	179846938	ENSG00000169905	Q8NFQ8	TOR1AIP2	Torsin-1A-interacting protein 2	TOR1AIP2	TOIP2	Q8NFQ8	TOR1AIP2.10640.9.3
1	179851177	179894135	ENSG00000143337	Q5JTV8	TOR1AIP1	Torsin-1A-interacting protein 1	TOR1AIP1	TOIP1	Q5JTV8	TOR1AIP1.9039.47.3
1	180123969	180173165	ENSG00000116260	O00391	QSOX1	Sulfhydryl oxidase 1	QSOX1	QSCN6	O00391	QSOX1.6070.11.3
1	180123969	180173165	ENSG00000116260	O00391	QSOX1	Sulfhydryl oxidase 1	QSOX1	QSCN6	O00391	QSOX1.6217.23.3
1	180244515	180472089	ENSG00000135847	Q9BR61	ACBD6	Acyl-CoA-binding domain-containing protein 6	ACBD6	ACBD6	Q9BR61	ACBD6.10075.75.3
1	180941861	180992047	ENSG00000135823	O43752	STX6	Syntaxin-6	STX6	Syntaxin-6	O43752	STX6.10945.11.3
1	182615239	182653711	ENSG00000135824	P57771	RGS8	Regulator of G-protein signaling 8	RGS8	RGS8	P57771	RGS8.11666.72.3
1	182808504	182856886	ENSG00000135829	Q08211	DHX9	ATP-dependent RNA helicase A	DHX9	DHX9	Q08211	DHX9.10527.22.3
1	182992595	183114727	ENSG00000135862	P11047	LAMA1 LAMB1  LAMC1	Laminin	LAMC1	Laminin	P07942,P11047,P25391	LAMA1.LAMB1.LAMC1.2728.62.2
1	183155373	183214035	ENSG00000058085	Q13753	LAMC2	Laminin subunit gamma-2	LAMC2	Laminin gamma-2	Q13753	LAMC2.9580.5.3
1	183524698	183560011	ENSG00000116701	P19878	NCF2	Neutrophil cytosol factor 2	NCF2	NCF-2	P19878	NCF2.10047.12.3
1	183898796	184006863	ENSG00000198756	Q8IYK4	COLGALT2	Procollagen galactosyltransferase 2	COLGALT2	GT252	Q8IYK4	COLGALT2.7234.12.3
1	192127587	192154945	ENSG00000150681	Q9NS28	RGS18	Regulator of G-protein signaling 18	RGS18	RGS18	Q9NS28	RGS18.13982.33.3
1	193065598	193075244	ENSG00000023572	Q9NS18	GLRX2	Glutaredoxin-2, mitochondrial	GLRX2	GLRX2	Q9NS18	GLRX2.12486.8.3
1	196621008	196716634	ENSG00000000971	P08603	CFH	Complement factor H	CFH	Factor H	P08603	CFH.4159.130.1
1	196946667	196978804	ENSG00000134389	Q9BXR6	CFHR5	Complement factor H-related protein 5	CFHR5	complement factor H-related 5	Q9BXR6	CFHR5.3666.17.4
1	196946667	196978804	ENSG00000134389	Q9BXR6	CFHR5	Complement factor H-related protein 5	CFHR5	complement factor H-related 5	Q9BXR6	CFHR5.7885.17.3
1	197170592	197447585	ENSG00000134376	P82279	CRB1	Protein crumbs homolog 1	CRB1	Crumbs homolog	P82279	CRB1.12012.33.3
1	199996730	200146552	ENSG00000116833	O00482	NR5A2	Nuclear receptor subfamily 5 group A member 2	NR5A2	NR5A2	O00482	NR5A2.12444.39.3
1	201103900	201140702	ENSG00000116857	Q9P0T7	TMEM9	Transmembrane protein 9	TMEM9	TMEM9	Q9P0T7	TMEM9.9249.17.3
1	201342372	201368736	ENSG00000159166	O00515	LAD1	Ladinin-1	LAD1	LAD1	O00515	LAD1.6407.63.3
1	201865580	201915715	ENSG00000163431	P29536	LMOD1	Leiomodin-1	LMOD1	LMOD1	P29536	LMOD1.12504.26.3
1	202116141	202130716	ENSG00000143851	P35236	PTPN7	Tyrosine-protein phosphatase non-receptor type 7	PTPN7	PTN7	P35236	PTPN7.14688.6.3
1	202300785	202311108	ENSG00000077152	Q9NPD8	UBE2T	Ubiquitin-conjugating enzyme E2 T	UBE2T	UBE2T	Q9NPD8	UBE2T.12400.25.3
1	202559724	202679545	ENSG00000143858	Q8N9I0	SYT2	Synaptotagmin-2	SYT2	SYT2	Q8N9I0	SYT2.9577.26.3
1	202860228	202897764	ENSG00000117153	Q53G59	KLHL12	Kelch-like protein 12	KLHL12	KLH12	Q53G59	KLHL12.12695.62.3
1	203148059	203155877	ENSG00000133048	P36222	CHI3L1	Chitinase-3-like protein 1	CHI3L1	YKL-40	P36222	CHI3L1.11104.13.3
1	203181955	203242769	ENSG00000133063	Q13231	CHIT1	Chitotriosidase-1	CHIT1	Chitotriosidase-1	Q13231	CHIT1.3600.2.3
1	203444956	203460480	ENSG00000188783	P51888	PRELP	Prolargin	PRELP	PRELP	P51888	PRELP.5675.6.3
1	204123944	204135465	ENSG00000143839	P00797	REN	Renin	REN	Renin	P00797	REN.3396.54.2
1	204797779	204991950	ENSG00000163531	O94856	NFASC	Neurofascin	NFASC	NFASC	O94856	NFASC.7179.69.3
1	205012325	205047627	ENSG00000184144	Q02246	CNTN2	Contactin-2	CNTN2	CNTN2	Q02246	CNTN2.3296.92.2
1	205055270	205091143	ENSG00000117222	Q15291	RBBP5	Retinoblastoma-binding protein 5	RBBP5	RB binding protein 5	Q15291	RBBP5.13631.1.3
1	205350506	205425082	ENSG00000186007	Q68G75	LEMD1	LEM domain-containing protein 1	LEMD1	LEMD1	Q68G75	LEMD1.8040.9.3
1	205945868	205972589	ENSG00000276600	Q96AH8	RAB7B	Ras-related protein Rab-7b	RAB7B	RAB7B	Q96AH8	RAB7B.12409.90.3
1	206072825	206087470	ENSG00000264606	P14091	CTSE	Cathepsin E	CTSE	CATE	P14091	CTSE.3594.6.5
1	206317459	206332104	ENSG00000196188	P14091	CTSE	Cathepsin E	CTSE	CATE	P14091	CTSE.3594.6.5
1	206699097	206747980	ENSG00000265184	O43781	DYRK3	Dual specificity tyrosine-phosphorylation-regulated kinase 3	DYRK3	DYRK3	O43781	DYRK3.4359.87.1
1	206748505	206797844	ENSG00000266641	P49137	MAPKAPK2	MAP kinase-activated protein kinase 2	MAPKAPK2	MAPK2	P49137	MAPKAPK2.3820.68.2
1	206808881	206857764	ENSG00000143479	O43781	DYRK3	Dual specificity tyrosine-phosphorylation-regulated kinase 3	DYRK3	DYRK3	O43781	DYRK3.4359.87.1
1	206858289	206907628	ENSG00000162889	P49137	MAPKAPK2	MAP kinase-activated protein kinase 2	MAPKAPK2	MAPK2	P49137	MAPKAPK2.3820.68.2
1	206940947	206945839	ENSG00000136634	P22301	IL10	Interleukin-10	IL10	IL-10	P22301	IL10.2773.50.2
1	206972215	207016324	ENSG00000142224	Q9UHD0	IL19	Interleukin-19	IL19	IL-19	Q9UHD0	IL19.3035.80.2
1	207038699	207042568	ENSG00000162891	Q9NYY1	IL20	Interleukin-20	IL20	IL-20	Q9NYY1	IL20.4138.25.2
1	207070788	207077484	ENSG00000162892	Q13007	IL24	Interleukin-24	IL24	IL24	Q13007	IL24.3321.2.2
1	207077731	207096592	ENSG00000162894	O60667	FAIM3	Fas apoptotic inhibitory molecule 3	FAIM3	FAIM3	O60667	FAIM3.6574.11.3
1	207101863	207119811	ENSG00000162896	P01833	PIGR	Polymeric immunoglobulin receptor	PIGR	PIGR	P01833	PIGR.3216.2.2
1	207131310	207143970	ENSG00000162897	Q8WWV6	FCAMR	High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor	FCAMR	FCAMR	Q8WWV6	FCAMR.9568.289.3
1	207494853	207534311	ENSG00000196352	P08174	CD55	Complement decay-accelerating factor	CD55	DAF	P08174	CD55.5069.9.3
1	208057594	208084747	ENSG00000174059	P28906	CD34	Hematopoietic progenitor cell antigen CD34	CD34	CD34	P28906	CD34.11285.8.3
1	208057594	208084747	ENSG00000174059	P28906	CD34	Hematopoietic progenitor cell antigen CD34	CD34	CD34	P28906	CD34.9023.9.3
1	209848765	209849733	ENSG00000123689	P27469	G0S2	G0/G1 switch protein 2	G0S2	G0S2	P27469	G0S2.8931.124.3
1	209959036	209979465	ENSG00000117595	O14896	IRF6	Interferon regulatory factor 6	IRF6	IRF6	O14896	IRF6.9999.1.3
1	212606229	212619714	ENSG00000117691	Q9UMX5	NENF	Neudesin	NENF	NENF	Q9UMX5	NENF.9219.70.3
1	212859760	212873327	ENSG00000123685	Q9NR55	BATF3	Basic leucine zipper transcriptional factor ATF-like 3	BATF3	BATF3	Q9NR55	BATF3.8858.21.3
1	213031597	213072705	ENSG00000162769	Q9Y5Y0	FLVCR1	Feline leukemia virus subgroup C receptor-related protein 1	FLVCR1	FLVC1	Q9Y5Y0	FLVCR1.9073.35.3
1	214454445	214510474	ENSG00000143499	Q9NRG4	SMYD2	N-lysine methyltransferase SMYD2	SMYD2	SMYD2	Q9NRG4	SMYD2.12636.113.3
1	218519577	218617961	ENSG00000092969	P61812	TGFB2	Transforming growth factor beta-2	TGFB2	TGF-b2	P61812	TGFB2.4156.74.1
1	219347186	219386207	ENSG00000143353	Q5VWZ2	LYPLAL1	Lysophospholipase-like protein 1	LYPLAL1	LYPL1	Q5VWZ2	LYPLAL1.12428.2.3
1	220863187	220872499	ENSG00000162817	Q9H7X2	C1orf115	Uncharacterized protein C1orf115	C1orf115	CA115	Q9H7X2	C1orf115.8366.19.3
1	223889295	223963720	ENSG00000162909	P17655	CAPN2	Calpain-2 catalytic subunit	CAPN2	CAN2	P17655	CAPN2.14684.17.3
1	225674537	225840844	ENSG00000154380	Q8N8S7	ENAH	Protein enabled homolog	ENAH	ENAH	Q8N8S7	ENAH.9757.29.3
1	226548392	226595780	ENSG00000143799	P09874	PARP1	Poly [ADP-ribose] polymerase 1	PARP1	PARP	P09874	PARP1.10534.40.3
