Sequence ID	Full Name	Target Name	UniProt ID	Entrez Gene Name
11178-21	Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:EGF-like domains 4-6	SVEP1:EGF-like domains 4-6	Q4LDE5	SVEP1
11179-7	Testis-specific serine/threonine-protein kinase 1	TSSK1	Q9BXA7	TSSK1B
11180-17	SWI/SNF complex subunit SMARCC1	SMRC1	Q92922	SMARCC1
11184-51	Chromogranin-A	CgA	P10645	CHGA
11185-145	GTP cyclohydrolase 1	GCH1	P30793	GCH1
11186-12	Transmembrane protein 52	TMM52	Q8NDY8	TMEM52
11187-11	C-type lectin domain family 12 member A	CL12A	Q5QGZ9	CLEC12A
11190-129	ATP-dependent zinc metalloprotease YME1L1	YMEL1	Q96TA2	YME1L1
11192-168	Tubulointerstitial nephritis antigen-like	TINAL	Q9GZM7	TINAGL1
11193-27	Hepatocyte nuclear factor 1-alpha	HNF1A	P20823	HNF1A
11194-6	Signaling threshold-regulating transmembrane adapter 1	SIT1	Q9Y3P8	SIT1
11196-31	Collagen alpha-3(VI) chain:Bovine pancreatic trypsin inhibitor/Kunitz inhibitor domain, isoform 1	Collagen alpha-3(VI):BPTI/Kunitz inhibitor	P12111	COL6A3
11198-37	Cyclic AMP-responsive element-binding protein 3-like protein 1	CR3L1	Q96BA8	CREB3L1
11200-52	Complement component C1q receptor	C1QR1	Q9NPY3	CD93
11201-19	tRNA pseudouridine synthase A, mitochondrial	TRUA	Q9Y606	PUS1
11202-70	T-box transcription factor TBX5	TBX5	Q99593	TBX5
11203-97	Pyruvate kinase PKLR	KPYR	P30613	PKLR
11204-80	Coxsackievirus and adenovirus receptor	CXAR	P78310	CXADR
11205-10	Integrin beta-7	Integrin beta-7	P26010	ITGB7
11207-3	Macrophage scavenger receptor types I and II:Cytoplasmic domain	Macrophage scavenger receptor:CD	P21757	MSR1
11208-15	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	NAGPA	Q9UK23	NAGPA
11211-7	Tubulin-specific chaperone E	TBCE	Q15813	TBCE
11212-7	Thioredoxin domain-containing protein 5	TXND5	Q8NBS9	TXNDC5
11214-40	DnaJ homolog subfamily B member 9	DNJB9	Q9UBS3	DNAJB9
11215-6	Cadherin-15:Cytoplasmic domain	CAD15:CD	P55291	CDH15
11217-16	C-terminal-binding protein 1	CTBP1	Q13363	CTBP1
11218-23	Thiopurine S-methyltransferase	TPMT	P51580	TPMT
11218-84	Thiopurine S-methyltransferase	TPMT	P51580	TPMT
11219-95	Fibroblast growth factor-binding protein 3	FGFP3	Q8TAT2	FGFBP3
11220-53	Uncharacterized protein C10orf105	CJ105	Q8TEF2	C10orf105
11223-1	Transmembrane protein 154	TM154	Q6P9G4	TMEM154
11226-16	Ubiquitin-protein ligase E3A	UBE3A	Q05086	UBE3A
11227-31	Transducin beta-like protein 2	TBL2	Q9Y4P3	TBL2
11228-37	Protein RIC-3	RIC3	Q7Z5B4	RIC3
11229-16	Serine/threonine-protein kinase/endoribonuclease IRE1	ERN1	O75460	ERN1
11231-12	Adrenodoxin-like protein, mitochondrial	ADXL	Q6P4F2	FDX2
11232-46	Transcobalamin-1	Holo-TC I	P20061	TCN1
11237-49	Procollagen C-endopeptidase enhancer 1	PCOC1	Q15113	PCOLCE
11239-49	Transmembrane protease serine 6	TMPS6	Q8IU80	TMPRSS6
11241-8	Argininosuccinate lyase	ARLY	P04424	ASL
11242-33	Protein-glutamine gamma-glutamyltransferase K	TGM1	P22735	TGM1
11243-90	Adhesion G-protein coupled receptor F1	GPR110	Q5T601	ADGRF1
11245-43	Filamin-A:Calponin Homology 1	filamin A:CH1	P21333	FLNA
11246-3	BPI fold-containing family B member 1	LPLC1	Q8TDL5	BPIFB1
11247-20	N-acetylglutamate synthase, mitochondrial	NAGS	Q8N159	NAGS
11248-43	Uroporphyrinogen-III synthase	HEM4	P10746	UROS
11252-30	Leucine-rich repeat and calponin homology domain-containing protein 4:Calponin Homology	LRCH4:CH	O75427	LRCH4
11254-13	Papilin	PPN	O95428	PAPLN
11257-1	Dihydropteridine reductase	DHPR	P09417	QDPR
11258-41	Mucosal addressin cell adhesion molecule 1	MAdCAM-1	Q13477	MADCAM1
11260-47	SUN domain-containing protein 5	SPA4L	Q8TC36	SUN5
11262-39	TraB domain-containing protein	TRABD	Q9H4I3	TRABD
11263-57	Calsequestrin-1	CASQ1	P31415	CASQ1
11264-33	Xanthine dehydrogenase/oxidase	XDH	P47989	XDH
11265-8	Retinal dehydrogenase 1	Retinal dehydrogenase 1	P00352	ALDH1A1
11266-8	P-selectin glycoprotein ligand 1:Extracellular domain	SELPL:ECD	Q14242	SELPLG
11270-17	Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial	CHC10	Q8WYQ3	CHCHD10
11273-176	Glutathione S-transferase theta-2B	GSTT2	P0CG30	GSTT2B
11275-94	Low-density lipoprotein receptor-related protein 1B	LRP1B	Q9NZR2	LRP1B
11277-23	Cyclic AMP-dependent transcription factor ATF-6 alpha	ATF6A	P18850	ATF6
11278-4	Collagen alpha-2(XI) chain	COL11A2	P13942	COL11A2
11279-42	Gamma-aminobutyric acid type B receptor subunit 1	GABR1	Q9UBS5	GABBR1
11280-6	Glutamate decarboxylase 1	DCE1	Q99259	GAD1
11281-6	Growth factor receptor-bound protein 7	GRB7	Q14451	GRB7
11282-16	Macrophage scavenger receptor types I and II:Extracellular domain	Macrophage scavenger receptor:ECD	P21757	MSR1
11283-13	DDB1- and CUL4-associated factor 5	DCAF5	Q96JK2	DCAF5
11284-24	Leukocyte-associated immunoglobulin-like receptor 1	LAIR1	Q6GTX8	LAIR1
11285-8	Hematopoietic progenitor cell antigen CD34	CD34	P28906	CD34
11286-78	Selenoprotein S	SELS	Q9BQE4	SELENOS
11287-14	Cytochrome b5	Cytochrome b5	P00167	CYB5A
11288-26	Cytosolic purine 5'-nucleotidase	5NTC	P49902	NT5C2
11289-31	Casein kinase I isoform delta	KC1D	P48730	CSNK1D
11292-13	Scavenger receptor class A member 3:region 2	SCAR3:region 2	Q6AZY7	SCARA3
11293-14	Leucine-rich repeat neuronal protein 1:Cytoplasmic domain	LRRN1:CD	Q6UXK5	LRRN1
11294-7	Transmembrane and coiled-coil domains protein 3:region 2	TMCC3:region 2	Q9ULS5	TMCC3
11297-54	Neurogenic locus notch homolog protein 2	NOTC2	Q04721	NOTCH2
11300-32	Sortilin	SORT	Q99523	SORT1
11302-237	Tenascin-R	TENR	Q92752	TNR
11303-7	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1	SAMH1	Q9Y3Z3	SAMHD1
11307-33	NEDD4-like E3 ubiquitin-protein ligase WWP1	WWP1	Q9H0M0	WWP1
11308-8	Cyclic AMP-responsive element-binding protein 3-like protein 4	CR3L4	Q8TEY5	CREB3L4
11310-8	Desmoglein-3	Desmoglein-3	P32926	DSG3
11311-79	V(D)J recombination-activating protein 1	RAG-1	P15918	RAG1
11312-40	Mismatch repair endonuclease PMS2	PMS2	P54278	PMS2
11313-100	Pterin-4-alpha-carbinolamine dehydratase	PHS	P61457	PCBD1
11315-148	Protein phosphatase 1D	PPM1D	O15297	PPM1D
11318-20	Apolipoprotein A-V	Apo A-V	Q6Q788	APOA5
11319-106	Double-strand break repair protein MRE11	MRE11	P49959	MRE11
11320-29	E3 ubiquitin-protein ligase CHFR	CHFR	Q96EP1	CHFR
11324-3	Peroxidasin-like protein	PXDNL	A1KZ92	PXDNL
11325-8	Protein BTG2	BTG2	P78543	BTG2
11327-56	Dual specificity protein kinase CLK2	CLK2	P49760	CLK2
11328-9	U6 snRNA phosphodiesterase	USB1	Q9BQ65	USB1
11330-15	Casein kinase II subunit beta	CSK2B	P67870	CSNK2B
11333-82	Rho GTPase-activating protein 25	RHG25	P42331	ARHGAP25
11334-7	Leukocyte immunoglobulin-like receptor subfamily B member 3	LIRB3	O75022	LILRB3
11336-9	Fanconi anemia group F protein	FANCF	Q9NPI8	FANCF
11338-49	Tyrosine-protein kinase BLK	BLK	P51451	BLK
11342-59	Plexin domain-containing protein 2:Cytoplasmic domain	PXDC2:CD	Q6UX71	PLXDC2
11347-9	Transaldolase	Transaldolase	P37837	TALDO1
11348-132	Prolyl 4-hydroxylase subunit alpha-2	P4HA2	O15460	P4HA2
11350-30	E3 ubiquitin-protein ligase CHIP	CHIP	Q9UNE7	STUB1
11351-233	Non-homologous end-joining factor 1	NHEJ1	Q9H9Q4	NHEJ1
11352-42	Titin	TITIN	Q8WZ42	TTN
11353-143	Mothers against decapentaplegic homolog 2	SMAD2	Q15796	SMAD2
11354-21	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1	Phospholipase C-beta-1	Q9NQ66	PLCB1
11355-10	Eukaryotic translation initiation factor 5A-2	IF5A2	Q9GZV4	EIF5A2
11356-19	Protein DGCR14	DGC14	Q96DF8	ESS2
11358-15	Growth factor receptor-bound protein 10	GRB10	Q13322	GRB10
11360-39	Ribonucleoside-diphosphate reductase large subunit	RRM1	P23921	RRM1
11361-73	Thymidine phosphorylase	TP	P19971	TYMP
11363-58	Aquaporin-4	AQP4	P55087	AQP4
11364-18	Mitofusin-1	MFN1	Q8IWA4	MFN1
11365-17	Teneurin-4	TEN4	Q6N022	TENM4
11368-32	Adenylate kinase 2, mitochondrial	KAD2	P54819	AK2
11369-23	Alcohol dehydrogenase class-3	ADHX	P11766	ADH5
11370-20	72 kDa inositol polyphosphate 5-phosphatase	INP5E	Q9NRR6	INPP5E
11371-1	Probable G-protein coupled receptor 101	GP101	Q96P66	GPR101
11372-2	Zinc finger protein 18	ZNF18	P17022	ZNF18
11375-49	Forkhead box protein L2	FOXL2	P58012	FOXL2
11377-19	Alcohol dehydrogenase class 4 mu/sigma chain	ADH7	P40394	ADH7
11378-37	Tyrosine-protein kinase SYK:Src Homology domain	KSYK:SH2, 1 and 2	P43405	SYK
11380-84	RNA-binding protein 24	RBM24	Q9BX46	RBM24
11381-56	Ribose-phosphate pyrophosphokinase 1	PRPS1	P60891	PRPS1
11382-5	Biliverdin reductase A	BIEA	P53004	BLVRA
11383-41	Keratin, type II cytoskeletal 7	Keratin 7	P08729	KRT7
11387-3	Cyclic AMP-dependent transcription factor ATF-6 beta	ATF6B	Q99941	ATF6B
11388-75	WAP four-disulfide core domain protein 2	HE4	Q14508	WFDC2
11390-24	Carbonic anhydrase-related protein	Carbonic Anhydrase VIII	P35219	CA8
11391-69	Mevalonate kinase	MVK	Q03426	MVK
11395-5	Protein-tyrosine kinase 2-beta:4.1 protein, ezrin, radixin, moesin domain	FAK2:FERM	Q14289	PTK2B
11396-39	Dynein intermediate chain 1, axonemal	DNAI1	Q9UI46	DNAI1
11401-181	E3 ubiquitin-protein ligase RNF146	RN146	Q9NTX7	RNF146
11402-17	Histone-lysine N-methyltransferase 2C	KMT2C	Q8NEZ4	KMT2C
11405-150	Caspase recruitment domain-containing protein 9	CARD9	Q9H257	CARD9
11406-82	Isobutyryl-CoA dehydrogenase, mitochondrial	ACAD8	Q9UKU7	ACAD8
11407-57	Phospholipid scramblase 3	PLS3	Q9NRY6	PLSCR3
11416-23	F-box/LRR-repeat protein 4:Leucine-rich repeats 4 and 5	FBXL4:LRR4 and LRR5	Q9UKA2	FBXL4
11421-10	EH domain-containing protein 4	EHD4	Q9H223	EHD4
11422-2	Homeobox protein DLX-3	DLX3	O60479	DLX3
11424-4	Fumarylacetoacetase	FAAA	P16930	FAH
11425-31	RUN and FYVE domain-containing protein 1	RUFY1	Q96T51	RUFY1
11428-31	PDZ and LIM domain protein 1	PDLI1	O00151	PDLIM1
11429-80	Heterogeneous nuclear ribonucleoproteins C1/C2	hnRNP C1/C2	P07910	HNRNPC
11430-49	E3 ubiquitin-protein ligase DTX1	DTX1	Q86Y01	DTX1
11431-235	ATP-dependent DNA helicase Q1	RECQ1	P46063	RECQL
11432-11	Polyglutamine-binding protein 1	PQBP1	O60828	PQBP1
11433-11	Tectonic-2	TECT2	Q96GX1	TCTN2
11436-6	Alpha-internexin	AINX	Q16352	INA
11438-6	DnaJ homolog subfamily B member 2	DNJB2	P25686	DNAJB2
11439-88	Rhophilin-2	RHPN2	Q8IUC4	RHPN2
11440-58	Suppressor of cytokine signaling 3	SOCS-3	O14543	SOCS3
11441-11	Glycogen phosphorylase, liver form	PYGL	P06737	PYGL
11442-1	Delta and Notch-like epidermal growth factor-related receptor:Cytoplasmic domain	DNER:CD	Q8NFT8	DNER
11444-49	DNA-directed RNA polymerase III subunit RPC6	RPC6	Q9H1D9	POLR3F
11448-34	Galactokinase	GALK1	P51570	GALK1
11449-22	F-actin-capping protein subunit alpha-1	CAZA1	P52907	CAPZA1
11450-110	Protein disulfide-isomerase	Protein disulfide-isomerase	P07237	P4HB
11454-87	Eukaryotic translation initiation factor 3 subunit G	EIF3G	O75821	EIF3G
11456-2	Melanoma-associated antigen B10	MAGBA	Q96LZ2	MAGEB10
11457-53	UDP-glucose 4-epimerase	GALE	Q14376	GALE
11458-30	Poly(rC)-binding protein 1	PCBP1	Q15365	PCBP1
11459-81	RNA polymerase II elongation factor ELL	ELL	P55199	ELL
11462-8	RNA binding protein fox-1 homolog 2	RBM9	O43251	RBFOX2
11464-9	Transcription factor RelB	RELB	Q01201	RELB
11465-4	Probable G-protein coupled receptor 135	GP135	Q8IZ08	GPR135
11468-15	Probable RNA-binding protein 19	RBM19	Q9Y4C8	RBM19
11476-43	Vacuolar protein sorting-associated protein 4A	VPS4A	Q9UN37	VPS4A
11480-1	Aldehyde dehydrogenase, dimeric NADP-preferring	Aldehyde dehydrogenase, class 3	P30838	ALDH3A1
11481-25	Hepatitis A virus cellular receptor 2	TIMD3	Q8TDQ0	HAVCR2
11486-26	Zinc finger protein 174	ZN174	Q15697	ZNF174
11487-4	Testican-1	Testican-1	Q08629	SPOCK1
11490-42	Ubiquitin-like protein 4A	UBL4A	P11441	UBL4A
11493-169	Dynein light chain 2, cytoplasmic	DYL2	Q96FJ2	DYNLL2
11494-4	RNA polymerase II elongation factor ELL2	ELL2	O00472	ELL2
11510-31	Apolipoprotein L1	Apo L1	O14791	APOL1
11510-51	Apolipoprotein L1	Apo L1	O14791	APOL1
11513-92	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	CD38	P28907	CD38
11514-196	CD59 glycoprotein	CD59	P13987	CD59
11516-7	Fatty acid-binding protein, liver	FABPL	P07148	FABP1
11530-37	Porphobilinogen deaminase	HEM3	P08397	HMBS
11531-24	V-type immunoglobulin domain-containing suppressor of T-cell activation:Cytoplasmic domain	GI24:CD	Q9H7M9	VSIR
11534-6	Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 3	LRIT3	Q3SXY7	LRIT3
11536-9	Histone H2A deubiquitinase MYSM1	MYSM1	Q5VVJ2	MYSM1
11537-12	Transferrin receptor protein 2	TFR2	Q9UP52	TFR2
11538-216	Malonyl-CoA decarboxylase, mitochondrial	DCMC	O95822	MLYCD
11539-4	ATP synthase subunit f, mitochondrial	ATPK	P56134	ATP5MF
11540-37	Forkhead box protein O3	FOXO3A	O43524	FOXO3
11542-11	Transmembrane protein 230	TM230	Q96A57	TMEM230
11543-84	LIM domain and actin-binding protein 1	LIMA1	Q9UHB6	LIMA1
11544-39	PHD finger protein 3	PHF3	Q92576	PHF3
11545-9	Tumor necrosis factor receptor superfamily member 14	HVEM	Q92956	TNFRSF14
11546-7	Cytoglobin	CYGB	Q8WWM9	CYGB
11547-84	Muscle, skeletal receptor tyrosine-protein kinase	MUSK	O15146	MUSK
11548-84	M-phase inducer phosphatase 1	MPIP1	P30304	CDC25A
11549-6	Insulin gene enhancer protein ISL-1	ISL1	P61371	ISL1
11551-16	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related	HM20B	Q9P0W2	HMG20B
11556-19	ADP-ribosylation factor GTPase-activating protein 1	ARFG1	Q8N6T3	ARFGAP1
11557-3	E3 ubiquitin-protein ligase SMURF1	SMUF1	Q9HCE7	SMURF1
11560-76	Nuclear factor of activated T-cells, cytoplasmic 4	NFAC4	Q14934	NFATC4
11562-9	DNA polymerase epsilon subunit 2	DPOE2	P56282	POLE2
11563-51	Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 2	SYTL4:C2 2	Q96C24	SYTL4
11565-58	Zinc finger protein 23	ZNF23	P17027	ZNF23
11566-48	Keratin, type II cytoskeletal 72	Keratin 72	Q14CN4	KRT72
11567-23	Zinc finger protein 10	ZNF10	P21506	ZNF10
11568-2	Peptidyl-prolyl cis-trans isomerase FKBP1B	FKB1B	P68106	FKBP1B
11570-94	B-cell receptor-associated protein 29	BAP29	Q9UHQ4	BCAP29
11571-75	NKG2-E type II integral membrane protein:Isoform E, Extracellular domain	NKG2E:ECD	Q07444	KLRC3
11572-4	Dynamin-2	DYN2	P50570	DNM2
11573-3	Serine/arginine-rich splicing factor 6	SRSF6	Q13247	SRSF6
11582-63	DnaJ homolog subfamily A member 2	DNJA2	O60884	DNAJA2
11586-2	Leucine-rich repeat neuronal protein 1:Extracellular domain	LRRN1:ECD	Q6UXK5	LRRN1
11587-5	MAX gene-associated protein	MGAP	Q8IWI9	MGA
11590-5	Probable RNA-binding protein 23	RBM23	Q86U06	RBM23
11591-43	Protein regulator of cytokinesis 1	PRC1	O43663	PRC1
11592-1	ELAV-like protein 1	ELAV1	Q15717	ELAVL1
11593-21	C-X-C motif chemokine 9	MIG	Q07325	CXCL9
11596-47	Zinc finger protein 75D	ZN75D	P51815	ZNF75D
11601-26	ATP-dependent RNA helicase DHX8	DHX8	Q14562	DHX8
11602-12	Copine-1:Von Willebrand factor type A domain	CPNE1:VWFA	Q99829	CPNE1
11606-22	DnaJ homolog subfamily B member 6	DNJB6	O75190	DNAJB6
11607-15	Bromodomain-containing protein 1	BRD1	O95696	BRD1
11608-5	Microtubule-associated proteins 1A/1B light chain 3B	MLP3B	Q9GZQ8	MAP1LC3B
11614-29	Enhancer of rudimentary homolog	ERH	P84090	ERH
11615-16	Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide	DAPP1	Q9UN19	DAPP1
11616-9	Heat shock factor protein 1	HSF1	Q00613	HSF1
11617-1	Integrin alpha-L	LFA-1 alpha-L chain	P20701	ITGAL
11618-83	Transcriptional activator Myb	MYB	P10242	MYB
11626-7	Ubiquitin-conjugating enzyme E2 variant 1	UB2V1	Q13404	UBE2V1
11629-36	TNF receptor-associated factor 4	TRAF4	Q9BUZ4	TRAF4
11633-89	Activator of 90 kDa heat shock protein ATPase homolog 1	AHSA1	O95433	AHSA1
11634-32	Regulator of G-protein signaling 10	RGS10	O43665	RGS10
11636-33	Transgelin-2	Transgelin-2	P37802	TAGLN2
11638-42	Beta-1,3-galactosyltransferase 2	B3GT2	O43825	B3GALT2
11643-73	E3 ubiquitin-protein ligase DTX3L	DTX3L	Q8TDB6	DTX3L
11645-9	Prolyl 4-hydroxylase subunit alpha-1	P4HA1	P13674	P4HA1
11646-4	Carbohydrate sulfotransferase 9	Carbohydrate sulfotransferase 9	Q7L1S5	CHST9
11647-6	Frizzled-10:Cytoplasmic domain	Frizzled-10:CD	Q9ULW2	FZD10
11649-3	Stromal membrane-associated protein 1	SMAP1	Q8IYB5	SMAP1
11651-24	Protein argonaute-1	AGO1	Q9UL18	AGO1
11653-69	Sodium- and chloride-dependent glycine transporter 1	SC6A9	P48067	SLC6A9
11654-77	Neurensin-1	NRSN1	Q8IZ57	NRSN1
11656-110	Ena/VASP-like protein	EVL	Q9UI08	EVL
11657-86	Suppressor of cytokine signaling 7	SOCS7	O14512	SOCS7
11659-31	Clathrin interactor 1	EPN4	Q14677	CLINT1
11661-11	NACHT, LRR and PYD domains-containing protein 1	NALP1	Q9C000	NLRP1
11664-32	ADP-ribosylation factor GTPase-activating protein 2	ARFG2	Q8N6H7	ARFGAP2
11666-72	Regulator of G-protein signaling 8	RGS8	P57771	RGS8
11667-29	Tensin-2	TENC1	Q63HR2	TNS2
11669-39	Solute carrier organic anion transporter family member 5A1	SO5A1	Q9H2Y9	SLCO5A1
11670-18	Probable G-protein coupled receptor 101	GP101	Q96P66	GPR101
11671-19	Peregrin	BRPF1	P55201	BRPF1
11672-17	Kinesin-like protein KIF16B	KI16B	Q96L93	KIF16B
11677-17	Probable palmitoyltransferase ZDHHC14	ZDH14	Q8IZN3	ZDHHC14
11678-105	Gap junction delta-2 protein	CXD2	Q9UKL4	GJD2
11681-8	Arf-GAP domain and FG repeat-containing protein 1	NUPL	P52594	AGFG1
11682-7	Thioredoxin-interacting protein	TXNIP	Q9H3M7	TXNIP
11683-19	ADP-ribosylation factor-binding protein GGA3	GGA3	Q9NZ52	GGA3
11690-47	Anaphase-promoting complex subunit 7	APC7	Q9UJX3	ANAPC7
11692-21	SHC-transforming protein 4	SHC4	Q6S5L8	SHC4
11696-7	Cellular retinoic acid-binding protein 2	RABP2	P29373	CRABP2
11699-16	Protein tyrosine phosphatase type IVA 2	TP4A2	Q12974	PTP4A2
11708-2	Lipocalin-1	LCN1	P31025	LCN1
11709-29	Carnitine O-palmitoyltransferase 1, muscle isoform	CPT1B	Q92523	CPT1B
11712-207	Protein unc-45 homolog A	UN45A	Q9H3U1	UNC45A
11715-1	POU domain, class 2, transcription factor 1	PO2F1	P14859	POU2F1
11716-28	Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2	LRIT2	A6NDA9	LRIT2
11814-29	Hepatocyte growth factor receptor	Met	P08581	MET
11816-84	Tyrosine-protein kinase JAK2	JAK2	O60674	JAK2
11817-1	Ribosomal protein S6 kinase beta-1	KS6B1	P23443	RPS6KB1
11825-27	Peroxisome proliferator-activated receptor gamma coactivator 1-alpha	PRGC1	Q9UBK2	PPARGC1A
11827-7	Nuclear receptor ROR-gamma	RORG	P51449	RORC
11830-48	Tyrosine-protein phosphatase non-receptor type 11	SHP-2	Q06124	PTPN11
11833-83	Frataxin, mitochondrial	FRDA	Q16595	FXN
11836-144	Epithelial discoidin domain-containing receptor 1	discoidin domain receptor 1	Q08345	DDR1
11837-7	Tumor necrosis factor receptor superfamily member 18	GITR	Q9Y5U5	TNFRSF18
11838-130	Piezo-type mechanosensitive ion channel component 1	FA38A	Q92508	PIEZO1
11851-21	Triggering receptor expressed on myeloid cells 2	TREM2	Q9NZC2	TREM2
11872-9	Protocadherin gamma-B1	PCDGD	Q9Y5G3	PCDHGB1
11910-27	Homeobox protein DLX-4	DLX4	Q92988	DLX4
11911-13	Leucine-rich repeat-containing protein 4B:Cytoplasmic domain	LRC4B:CD	Q9NT99	LRRC4B
11926-23	Alpha- and gamma-adaptin-binding protein p34	P34	Q6PD74	AAGAB
11934-9	Integrator complex subunit 3	INT3	Q68E01	INTS3
11949-25	Epidermal growth factor:Cytoplasmic domain	EGF:CD	P01133	EGF
11952-1	Immunoglobulin superfamily DCC subclass member 3:Cytoplasmic domain	IGDC3:CD	Q8IVU1	IGDCC3
11955-1	Rho GTPase-activating protein 1:Rho-GTPase activating protein domain	RHG01:Rho-GAP	Q07960	ARHGAP1
11967-23	Cellular retinoic acid-binding protein 1	RABP1	P29762	CRABP1
11969-5	Protein S100-A2	S100A2	P29034	S100A2
11988-24	Receptor-type tyrosine-protein phosphatase H	PTPRH	Q9HD43	PTPRH
11989-35	ER membrane protein complex subunit 1	EMC1	Q8N766	EMC1
12001-7	Tight junction protein ZO-1	ZO1	Q07157	TJP1
12008-3	T-cell antigen CD7	CD7	P09564	CD7
12014-19	6-pyruvoyl tetrahydrobiopterin synthase	PTPS	Q03393	PTS
12016-60	E3 ubiquitin-protein ligase CBL	CBL	P22681	CBL
12018-84	Thiamin pyrophosphokinase 1	TPK1	Q9H3S4	TPK1
12020-39	Bisphosphoglycerate mutase	PMGE	P07738	BPGM
12022-12	Mothers against decapentaplegic homolog 4	SMAD4	Q13485	SMAD4
12030-82	Desmin	Desmin	P17661	DES
12033-3	Mitotic checkpoint serine/threonine-protein kinase BUB1	BUB1	O43683	BUB1
12034-28	Adenylyl cyclase-associated protein 1	CAP 1	Q01518	CAP1
12041-33	Heat shock 70 kDa protein 1-like	HS71L	P34931	HSPA1L
12046-51	TAR DNA-binding protein 43	TADBP	Q13148	TARDBP
12077-32	Growth/differentiation factor 8	Myostatin	O14793	MSTN
12329-21	Ribosomal protein S6 kinase alpha-1	KS6A1	Q15418	RPS6KA1
12332-7	Eukaryotic elongation factor 2 kinase	EF2K	O00418	EEF2K
12333-87	Ribose-5-phosphate isomerase	RPIA	P49247	RPIA
12334-25	Serine hydroxymethyltransferase, cytosolic	cSHMT	P34896	SHMT1
12338-27	Pikachurin	EGFLA	Q63HQ2	EGFLAM
12340-17	Alanine--tRNA ligase, cytoplasmic	SYAC	P49588	AARS1
12341-8	Dual specificity protein phosphatase 6	DUS6	Q16828	DUSP6
12343-14	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2	CENB2	Q15057	ACAP2
12345-4	Anaphase-promoting complex subunit 10	APC10	Q9UM13	ANAPC10
12347-29	Cerebral cavernous malformations 2 protein	CCM2	Q9BSQ5	CCM2
12348-46	Serine--tRNA ligase, mitochondrial	SYSM	Q9NP81	SARS2
12350-86	Protein C-ets-2	ETS2	P15036	ETS2
12351-25	Signal transducer and activator of transcription 1-alpha/beta	STAT1	P42224	STAT1
12352-70	Arrestin domain-containing protein 3	ARRD3	Q96B67	ARRDC3
12355-223	Ribosome-recycling factor, mitochondrial	RRFM	Q96E11	MRRF
12356-65	Sorcin	Sorcin	P30626	SRI
12357-41	Synaptosomal-associated protein 29	SNP29	O95721	SNAP29
12358-6	Immunoglobulin-binding protein 1	IGBP1	P78318	IGBP1
12361-102	Ras-related protein R-Ras2	RRAS2	P62070	RRAS2
12363-70	Tribbles homolog 2	TRIB2	Q92519	TRIB2
12365-108	RuvB-like 1	RUVB1	Q9Y265	RUVBL1
12366-16	Gamma-crystallin D	CRGD	P07320	CRYGD
12367-52	Macoilin	MACOI	Q8N5G2	MACO1
12368-18	Histone acetyltransferase KAT2B	PCAF	Q92831	KAT2B
12370-30	Apolipoprotein F	Apo F	Q13790	APOF
12372-50	Tropomyosin alpha-3 chain	Tropomyosin alpha-3 chain	P06753	TPM3
12373-73	Transformer-2 protein homolog beta	TRA2B	P62995	TRA2B
12374-8	Platelet-activating factor acetylhydrolase IB subunit gamma	PA1B3	Q15102	PAFAH1B3
12376-85	Cyclin-dependent kinase 4 inhibitor D	p19-INK4d	P55273	CDKN2D
12378-71	Tapasin	TPSN	O15533	TAPBP
12381-26	Carbonyl reductase [NADPH] 1	CBR1	P16152	CBR1
12382-2	Probable ATP-dependent RNA helicase DDX58	DDX58	O95786	DDX58
12384-92	COP9 signalosome complex subunit 7b	CSN7B	Q9H9Q2	COPS7B
12385-4	Calpain-3	CAN3	P20807	CAPN3
12386-11	Aminopeptidase B	AMPB	Q9H4A4	RNPEP
12387-7	PDZ and LIM domain protein 4	PDLI4	P50479	PDLIM4
12389-4	Origin recognition complex subunit 6	ORC6	Q9Y5N6	ORC6
12391-27	PDZ domain-containing protein 7	PDZD7	Q9H5P4	PDZD7
12392-30	ADP-ribosylation factor-like protein 1	ARL1	P40616	ARL1
12394-53	Transmembrane protein C16orf54	CP054	Q6UWD8	C16orf54
12395-86	Aspartate--tRNA ligase, mitochondrial	SYDM	Q6PI48	DARS2
12396-19	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial	HIBCH	Q6NVY1	HIBCH
12398-15	Paired box protein Pax-4	PAX4	O43316	PAX4
12399-194	Coiled-coil domain-containing protein 50	CCD50	Q8IVM0	CCDC50
12400-25	Ubiquitin-conjugating enzyme E2 T	UBE2T	Q9NPD8	UBE2T
