AptamerId	SomaId	Target	TargetFullName	UniProt	EntrezGeneID	EntrezGeneSymbol
3470-1	SL001945	sE-Selectin	E-selectin	P16581	6401	SELE
2841-13	SL004650	sFRP-3	Secreted frizzled-related protein 3	Q92765	2487	FRZB
4342-10	SL002922	sICAM-1	Intercellular adhesion molecule 1	P05362	3383	ICAM1
2649-77	SL003178	sICAM-3	Intercellular adhesion molecule 3	P32942	3385	ICAM3
5124-69	SL005169	sICAM-5	Intercellular adhesion molecule 5	Q9UMF0	7087	ICAM5
4831-4	SL002823	sL-Selectin	L-Selectin	P14151	6402	SELL
5400-52	SL003184	sLeptin R	Leptin receptor	P48357	3953	LEPR
4125-52	SL003680	sRAGE	Advanced glycosylation end product-specific receptor, soluble	Q15109	177	AGER
2917-3	SL002541	sRANKL	Tumor necrosis factor ligand superfamily member 11	O14788	8600	TNFSF11
2844-53	SL003199	sTie-1	Tyrosine-protein kinase receptor Tie-1, soluble	P35590	7075	TIE1
3773-15	SL003200	sTie-2	Angiopoietin-1 receptor, soluble	Q02763	7010	TEK
2652-15	SL002506	suPAR	Urokinase plasminogen activator surface receptor	Q03405	5329	PLAUR
2212-69	SL000053	tPA	Tissue-type plasminogen activator	P00750	5327	PLAT
4304-18	SL006698	transcription factor MLR1, isoform CRA_b	Ligand-dependent nuclear receptor corepressor-like protein	Q8N3X6	254251	LCORL
4158-54	SL000613	uPA	Urokinase-type plasminogen activator	P00749	5328	PLAU
3050-7	SL000017	vWF	von Willebrand factor	P04275	7450	VWF
5867-60	SL008008	ARGI1	Arginase-1	P05089	383	ARG1
2850-3	SL008008	ARGI1	Arginase-1	P05089	383	ARG1
5452-71	SL008835	ASGR1	Asialoglycoprotein receptor 1	P07306	432	ASGR1
3876-15	SL008835	ASGR1	Asialoglycoprotein receptor 1	P07306	432	ASGR1
8467-9	SL004837	Activin AB	Inhibin beta A chain:Inhibin beta B chain heterodimer	P08476 P09529	3624 3625	INHBA INHBB
4383-97	SL004837	Activin AB	Inhibin beta A chain:Inhibin beta B chain heterodimer	P08476 P09529	3624 3625	INHBA INHBB
8459-10	SL003993	BMP-6	Bone morphogenetic protein 6	P22004	654	BMP6
3736-60	SL003993	BMP-6	Bone morphogenetic protein 6	P22004	654	BMP6
5803-24	SL003362	C3d	Complement C3d fragment	P01024	718	C3
4875-73	SL003362	C3d	Complement C3d fragment	P01024	718	C3
5807-77	SL007195	CD70	CD70 antigen	P32970	970	CD70
5317-3	SL007195	CD70	CD70 antigen	P32970	970	CD70
5456-59	SL006694	CNDP1	Beta-Ala-His dipeptidase	Q96KN2	84735	CNDP1
3604-6	SL006694	CNDP1	Beta-Ala-His dipeptidase	Q96KN2	84735	CNDP1
5457-5	SL007471	COLEC12	Collectin-12	Q5KU26	81035	COLEC12
3665-64	SL007471	COLEC12	Collectin-12	Q5KU26	81035	COLEC12
5508-62	SL000344	Cathepsin D	Cathepsin D	P07339	1509	CTSD
3180-46	SL000344	Cathepsin D	Cathepsin D	P07339	1509	CTSD
8465-52	SL000346	Cathepsin H	Cathepsin H	P09668	1512	CTSH
3737-6	SL000346	Cathepsin H	Cathepsin H	P09668	1512	CTSH
5810-25	SL005155	Cripto	Teratocarcinoma-derived growth factor 1	P13385	6997	TDGF1
2672-60	SL005155	Cripto	Teratocarcinoma-derived growth factor 1	P13385	6997	TDGF1
5460-60	SL004750	DEAD-box protein 19B	ATP-dependent RNA helicase DDX19B	Q9UMR2	11269	DDX19B
3104-8	SL004750	DEAD-box protein 19B	ATP-dependent RNA helicase DDX19B	Q9UMR2	11269	DDX19B
5879-51	SL009207	Dynactin subunit 2	Dynactin subunit 2	Q13561	10540	DCTN2
4210-19	SL009207	Dynactin subunit 2	Dynactin subunit 2	Q13561	10540	DCTN2
5882-34	SL005685	EF-1-beta	Elongation factor 1-beta	P24534	1933	EEF1B2
3882-10	SL005685	EF-1-beta	Elongation factor 1-beta	P24534	1933	EEF1B2
5813-58	SL000408	Epo	Erythropoietin	P01588	2056	EPO
3492-58	SL000408	Epo	Erythropoietin	P01588	2056	EPO
5437-63	SL001774	FABP	Fatty acid-binding protein, heart	P05413	2170	FABP3
4696-2	SL001774	FABP	Fatty acid-binding protein, heart	P05413	2170	FABP3
5934-1	SL000420	Ferritin	Ferritin	P02794 P02792	2495 2512	FTH1 FTL
3031-66	SL000420	Ferritin	Ferritin	P02794 P02792	2495 2512	FTH1 FTL
5462-62	SL002086	Ficolin-3	Ficolin-3	O75636	8547	FCN3
3811-1	SL002086	Ficolin-3	Ficolin-3	O75636	8547	FCN3
5463-22	SL000658	GAS1	Growth arrest-specific protein 1	P54826	2619	GAS1
3190-43	SL000658	GAS1	Growth arrest-specific protein 1	P54826	2619	GAS1
5526-53	SL004859	GITR	Tumor necrosis factor receptor superfamily member 18	Q9Y5U5	8784	TNFRSF18
5079-11	SL004859	GITR	Tumor necrosis factor receptor superfamily member 18	Q9Y5U5	8784	TNFRSF18
5465-32	SL014129	H6ST1	Heparan-sulfate 6-O-sulfotransferase 1	O60243	9394	HS6ST1
4552-13	SL014129	H6ST1	Heparan-sulfate 6-O-sulfotransferase 1	O60243	9394	HS6ST1
5900-11	SL009431	HINT1	Histidine triad nucleotide-binding protein 1	P49773	3094	HINT1
3886-72	SL009431	HINT1	Histidine triad nucleotide-binding protein 1	P49773	3094	HINT1
5903-91	SL004899	HSP70 protein 8	Heat shock cognate 71 kDa protein	P11142	3312	HSPA8
4228-37	SL004899	HSP70 protein 8	Heat shock cognate 71 kDa protein	P11142	3312	HSPA8
2989-17	SL001802	IFN-g	Interferon gamma	P01579	3458	IFNG
14147-50	SL001802	IFN-g	Interferon gamma	P01579	3458	IFNG
5825-49	SL000458	IFN-g R1	Interferon gamma receptor 1	P15260	3459	IFNGR1
3716-63	SL000458	IFN-g R1	Interferon gamma receptor 1	P15260	3459	IFNGR1
8469-41	SL000466	IGFBP-2	Insulin-like growth factor-binding protein 2	P18065	3485	IGFBP2
2570-72	SL000466	IGFBP-2	Insulin-like growth factor-binding protein 2	P18065	3485	IGFBP2
2455-17	SL001716	IL-12	Interleukin-12	P29459 P29460	3592 3593	IL12A IL12B
10367-62	SL001716	IL-12	Interleukin-12	P29459 P29460	3592 3593	IL12A IL12B
9170-24	SL001713	IL-17	Interleukin-17A	Q16552	3605	IL17A
3498-53	SL001713	IL-17	Interleukin-17A	Q16552	3605	IL17A
4494-63	SL005184	IL-23	Interleukin-23	P29460 Q9NPF7	3593 51561	IL12B IL23A
10365-132	SL005184	IL-23	Interleukin-23	P29460 Q9NPF7	3593 51561	IL12B IL23A
3741-4	SL000481	IL-5	Interleukin-5	P05113	3567	IL5
11071-1	SL000481	IL-5	Interleukin-5	P05113	3567	IL5
3700-15	SL000467	IgG	Immunoglobulin G	P01857	3500 3501 3502 3503 50802 3535	IGHG1 IGHG2 IGHG3 IGHG4 IGK@ IGL@
2744-57	SL000467	IgG	Immunoglobulin G	P01857	3500 3501 3502 3503 50802 3535	IGHG1 IGHG2 IGHG3 IGHG4 IGK@ IGL@
5837-49	SL004714	LIF sR	Leukemia inhibitory factor receptor	P42702	3977	LIFR
4919-56	SL004714	LIF sR	Leukemia inhibitory factor receptor	P42702	3977	LIFR
8484-24	SL000498	Leptin	Leptin	P41159	3952	LEP
2575-5	SL000498	Leptin	Leptin	P41159	3952	LEP
5470-69	SL010328	MED-1	Mediator of RNA polymerase II transcription subunit 1	Q15648	5469	MED1
3892-21	SL010328	MED-1	Mediator of RNA polymerase II transcription subunit 1	Q15648	5469	MED1
8479-4	SL000645	MMP-10	Stromelysin-2	P09238	4319	MMP10
3743-1	SL000645	MMP-10	Stromelysin-2	P09238	4319	MMP10
9172-69	SL000526	MMP-8	Neutrophil collagenase	P22894	4317	MMP8
2954-56	SL000526	MMP-8	Neutrophil collagenase	P22894	4317	MMP8
5843-60	SL003542	NG36	Histone-lysine N-methyltransferase EHMT2	Q96KQ7	10919	EHMT2
2957-21	SL003542	NG36	Histone-lysine N-methyltransferase EHMT2	Q96KQ7	10919	EHMT2
5542-22	SL006397	NRP1	Neuropilin-1	O14786	8829	NRP1
3214-3	SL006397	NRP1	Neuropilin-1	O14786	8829	NRP1
5846-24	SL004683	Noggin	Noggin	Q13253	9241	NOG
2735-6	SL004683	Noggin	Noggin	Q13253	9241	NOG
5909-51	SL003687	Nucleoside diphosphate kinase A	Nucleoside diphosphate kinase A	P15531	4830	NME1
4252-33	SL003687	Nucleoside diphosphate kinase A	Nucleoside diphosphate kinase A	P15531	4830	NME1
8446-4	SL011508	PACAP-27	Pituitary adenylate cyclase-activating polypeptide 27	P18509	116	ADCYAP1
4593-11	SL011508	PACAP-27	Pituitary adenylate cyclase-activating polypeptide 27	P18509	116	ADCYAP1
8450-36	SL011498	PACAP-38	Pituitary adenylate cyclase-activating polypeptide 38	P18509	116	ADCYAP1
4594-22	SL011498	PACAP-38	Pituitary adenylate cyclase-activating polypeptide 38	P18509	116	ADCYAP1
4330-4	SL000062	PSA	Prostate-specific antigen	P07288	354	KLK3
8468-19	SL000062	PSA	Prostate-specific antigen	P07288	354	KLK3
5478-50	SL000158	PSMA	Glutamate carboxypeptidase 2	Q04609	2346	FOLH1
3218-8	SL000158	PSMA	Glutamate carboxypeptidase 2	Q04609	2346	FOLH1
5918-5	SL008176	PSME1	Proteasome activator complex subunit 1	Q06323	5720	PSME1
5022-61	SL008176	PSME1	Proteasome activator complex subunit 1	Q06323	5720	PSME1
5954-62	SL003970	PTH	Parathyroid hormone	P01270	5741	PTH
3726-62	SL003970	PTH	Parathyroid hormone	P01270	5741	PTH
5480-49	SL000563	RANTES	C-C motif chemokine 5	P13501	6352	CCL5
2523-31	SL000563	RANTES	C-C motif chemokine 5	P13501	6352	CCL5
5481-16	SL013754	RASA1	Ras GTPase-activating protein 1	P20936	5921	RASA1
4462-8	SL013754	RASA1	Ras GTPase-activating protein 1	P20936	5921	RASA1
5482-61	SL000566	RBP	Retinol-binding protein 4	P02753	5950	RBP4
3641-49	SL000566	RBP	Retinol-binding protein 4	P02753	5950	RBP4
5483-1	SL010467	RGMA	Repulsive guidance molecule A	Q96B86	56963	RGMA
3833-10	SL010467	RGMA	Repulsive guidance molecule A	Q96B86	56963	RGMA
8474-6	SL006114	ROR1	Tyrosine-protein kinase transmembrane receptor ROR1	Q01973	4919	ROR1
2590-69	SL006114	ROR1	Tyrosine-protein kinase transmembrane receptor ROR1	Q01973	4919	ROR1
5957-30	SL011510	Somatostatin-28	Somatostatin-28	P61278	6750	SST
3729-16	SL011510	Somatostatin-28	Somatostatin-28	P61278	6750	SST
5936-53	SL002517	TNF-a	Tumor necrosis factor	P01375	7124	TNF
3722-49	SL002517	TNF-a	Tumor necrosis factor	P01375	7124	TNF
5939-42	SL004365	TWEAK	Tumor necrosis factor ligand superfamily member 12	O43508	8742	TNFSF12
2484-49	SL004365	TWEAK	Tumor necrosis factor ligand superfamily member 12	O43508	8742	TNFSF12
5801-72	SL000305	b-NGF	beta-nerve growth factor	P01138	4803	NGF
4368-8	SL000305	b-NGF	beta-nerve growth factor	P01138	4803	NGF
5532-53	SL003060	bFGF-R	Fibroblast growth factor receptor 1	P11362	2260	FGFR1
2424-69	SL003060	bFGF-R	Fibroblast growth factor receptor 1	P11362	2260	FGFR1
5888-29	SL005687	eIF-5A-1	Eukaryotic translation initiation factor 5A-1	P63241	1984	EIF5A
3884-5	SL005687	eIF-5A-1	Eukaryotic translation initiation factor 5A-1	P63241	1984	EIF5A
8488-33	SL000542	gpIIbIIIa	Integrin alpha-IIb: beta-3 complex	P08514 P05106	3674 3690	ITGA2B ITGB3
3739-72	SL000542	gpIIbIIIa	Integrin alpha-IIb: beta-3 complex	P08514 P05106	3674 3690	ITGA2B ITGB3
5486-73	SL003177	sICAM-2	Intercellular adhesion molecule 2	P13598	3384	ICAM2
2842-68	SL003177	sICAM-2	Intercellular adhesion molecule 2	P13598	3384	ICAM2
5854-60	SL004230	tau	Microtubule-associated protein tau	P10636	4137	MAPT
2653-62	SL004230	tau	Microtubule-associated protein tau	P10636	4137	MAPT
2171-12	HCE001796	HCE001796	HCE001796	HCE001796	HCE001796	HCE001796
2178-55	HCE003167	HCE003167	HCE003167	HCE003167	HCE003167	HCE003167
2194-91	HCE000414	HCE000414	HCE000414	HCE000414	HCE000414	HCE000414
2229-54	HCE003183	HCE003183	HCE003183	HCE003183	HCE003183	HCE003183
2249-25	HCE004333	HCE004333	HCE004333	HCE004333	HCE004333	HCE004333
2273-34	HCE004359	HCE004359	HCE004359	HCE004359	HCE004359	HCE004359
2288-7	HCE004331	HCE004331	HCE004331	HCE004331	HCE004331	HCE004331
2305-52	HCE003300	HCE003300	HCE003300	HCE003300	HCE003300	HCE003300
2312-13	HCE000483	HCE000483	HCE000483	HCE000483	HCE000483	HCE000483
2359-65	HCE004152	HCE004152	HCE004152	HCE004152	HCE004152	HCE004152
2430-52	HCE000342	HCE000342	HCE000342	HCE000342	HCE000342	HCE000342
2513-7	HCE000104	HCE000104	HCE000104	HCE000104	HCE000104	HCE000104
